0	0	0
0.0001	5.16986e-009	0.000114825
0.0002	2.51359e-008	0.000294832
0.0003	6.60995e-008	0.000533787
0.0004	1.33668e-007	0.000826042
0.0005	2.32912e-007	0.00116647
0.0006	3.68413e-007	0.00155044
0.0007	5.4431e-007	0.00197373
0.0008	7.64341e-007	0.00243252
0.0009	1.03188e-006	0.00292335
0.001	1.34997e-006	0.00344308
0.0011	1.72137e-006	0.00398886
0.0012	2.14853e-006	0.0045581
0.0013	2.63369e-006	0.00514845
0.0014	3.17885e-006	0.00575779
0.0015	3.78581e-006	0.00638417
0.0016	4.45619e-006	0.00702584
0.0017	5.19144e-006	0.0076812
0.0018	5.99284e-006	0.00834881
0.0019	6.86156e-006	0.00902735
0.002	7.79864e-006	0.0097156
0.0021	8.80497e-006	0.0104125
0.0022	9.88139e-006	0.011117
0.0023	1.10286e-005	0.0118283
0.0024	1.22472e-005	0.0125455
0.0025	1.35379e-005	0.0132679
0.0026	1.4901e-005	0.0139947
0.0027	1.63369e-005	0.0147254
0.0028	1.78462e-005	0.0154594
0.0029	1.94289e-005	0.0161962
0.003	2.10855e-005	0.0169352
0.0031	2.2816e-005	0.0176761
0.0032	2.46207e-005	0.0184185
0.0033	2.64998e-005	0.0191619
0.0034	2.84532e-005	0.0199062
0.0035	3.0481e-005	0.0206508
0.0036	3.25833e-005	0.0213956
0.0037	3.47601e-005	0.0221404
0.0038	3.70114e-005	0.0228848
0.0039	3.93371e-005	0.0236286
0.004	4.17371e-005	0.0243716
0.0041	4.42114e-005	0.0251137
0.0042	4.67598e-005	0.0258547
0.0043	4.93822e-005	0.0265943
0.0044	5.20786e-005	0.0273325
0.0045	5.48487e-005	0.0280691
0.0046	5.76924e-005	0.028804
0.0047	6.06094e-005	0.0295369
0.0048	6.35997e-005	0.030268
0.0049	6.66629e-005	0.0309969
0.005	6.9799e-005	0.0317236
0.0051	7.30076e-005	0.032448
0.0052	7.62885e-005	0.03317
0.0053	7.96415e-005	0.0338896
0.0054	8.30663e-005	0.0346066
0.0055	8.65627e-005	0.0353209
0.0056	9.01304e-005	0.0360325
0.0057	9.37691e-005	0.0367413
0.0058	9.74786e-005	0.0374473
0.0059	0.000101258	0.0381503
0.006	0.000105109	0.0388503
0.0061	0.000109028	0.0395472
0.0062	0.000113018	0.040241
0.0063	0.000117077	0.0409316
0.0064	0.000121204	0.0416189
0.0065	0.0001254	0.042303
0.0066	0.000129665	0.0429836
0.0067	0.000133997	0.0436609
0.0068	0.000138397	0.0443347
0.0069	0.000142864	0.045005
0.007	0.000147398	0.0456717
0.0071	0.000151998	0.0463348
0.0072	0.000156664	0.0469942
0.0073	0.000161397	0.0476499
0.0074	0.000166194	0.0483018
0.0075	0.000171057	0.04895
0.0076	0.000175984	0.0495943
0.0077	0.000180976	0.0502346
0.0078	0.000186031	0.0508711
0.0079	0.00019115	0.0515035
0.008	0.000196331	0.052132
0.0081	0.000201576	0.0527563
0.0082	0.000206883	0.0533766
0.0083	0.000212251	0.0539927
0.0084	0.000217681	0.0546046
0.0085	0.000223172	0.0552122
0.0086	0.000228723	0.0558156
0.0087	0.000234335	0.0564147
0.0088	0.000240006	0.0570095
0.0089	0.000245737	0.0575998
0.009	0.000251526	0.0581857
0.0091	0.000257374	0.0587671
0.0092	0.000263279	0.0593441
0.0093	0.000269242	0.0599165
0.0094	0.000275262	0.0604843
0.0095	0.000281339	0.0610475
0.0096	0.000287472	0.0616061
0.0097	0.00029366	0.0621599
0.0098	0.000299903	0.0627091
0.0099	0.000306202	0.0632535
0.01	0.000312554	0.0637931
0.0101	0.00031896	0.0643279
0.0102	0.000325419	0.0648578
0.0103	0.000331932	0.0653829
0.0104	0.000338496	0.065903
0.0105	0.000345112	0.0664181
0.0106	0.000351779	0.0669283
0.0107	0.000358497	0.0674334
0.0108	0.000365266	0.0679335
0.0109	0.000372084	0.0684285
0.011	0.000378951	0.0689184
0.0111	0.000385867	0.0694032
0.0112	0.000392832	0.0698827
0.0113	0.000399844	0.0703571
0.0114	0.000406903	0.0708262
0.0115	0.000414009	0.0712901
0.0116	0.000421161	0.0717486
0.0117	0.000428358	0.0722019
0.0118	0.000435601	0.0726497
0.0119	0.000442888	0.0730922
0.012	0.000450219	0.0735293
0.0121	0.000457594	0.073961
0.0122	0.000465011	0.0743872
0.0123	0.000472471	0.0748079
0.0124	0.000479973	0.0752231
0.0125	0.000487516	0.0756327
0.0126	0.000495099	0.0760368
0.0127	0.000502723	0.0764353
0.0128	0.000510386	0.0768282
0.0129	0.000518088	0.0772154
0.013	0.000525829	0.077597
0.0131	0.000533607	0.0779729
0.0132	0.000541423	0.0783431
0.0133	0.000549276	0.0787075
0.0134	0.000557165	0.0790662
0.0135	0.000565089	0.0794191
0.0136	0.000573048	0.0797662
0.0137	0.000581042	0.0801075
0.0138	0.00058907	0.0804429
0.0139	0.00059713	0.0807725
0.014	0.000605224	0.0810961
0.0141	0.000613349	0.0814139
0.0142	0.000621506	0.0817258
0.0143	0.000629694	0.0820317
0.0144	0.000637913	0.0823316
0.0145	0.00064616	0.0826256
0.0146	0.000654437	0.0829135
0.0147	0.000662743	0.0831955
