-10	       0.0120898
-9.9	       0.0129885
-9.8	       0.0139459
-9.7	       0.0149653
-9.6	       0.0160501
-9.5	       0.0172036
-9.4	       0.0184294
-9.3	       0.0197313
-9.2	       0.0211131
-9.1	       0.0225786
-9	       0.0241319
-8.9	       0.0257773
-8.8	       0.0275191
-8.7	       0.0293616
-8.6	       0.0313094
-8.5	       0.0333672
-8.4	       0.0355397
-8.3	       0.0378319
-8.2	       0.0402485
-8.1	       0.0427948
-8	       0.0454759
-7.9	       0.0482969
-7.8	       0.0512633
-7.7	       0.0543803
-7.6	       0.0576533
-7.5	       0.0610879
-7.4	       0.0646894
-7.3	       0.0684635
-7.2	       0.0724157
-7.1	       0.0765514
-7	       0.0808761
-6.9	       0.0853954
-6.8	       0.0901147
-6.7	       0.0950392
-6.6	        0.100174
-6.5	        0.105525
-6.4	        0.111097
-6.3	        0.116894
-6.2	        0.122922
-6.1	        0.129185
-6	        0.135688
-5.9	        0.142434
-5.8	        0.149428
-5.7	        0.156674
-5.6	        0.164174
-5.5	        0.171932
-5.4	         0.17995
-5.3	        0.188232
-5.2	        0.196778
-5.1	        0.205592
-5	        0.214673
-4.9	        0.224023
-4.8	        0.233643
-4.7	        0.243531
-4.6	        0.253687
-4.5	        0.264111
-4.4	          0.2748
-4.3	        0.285752
-4.2	        0.296964
-4.1	        0.308433
-4	        0.320155
-3.9	        0.332125
-3.8	        0.344337
-3.7	        0.356786
-3.6	        0.369465
-3.5	        0.382366
-3.4	        0.395482
-3.3	        0.408804
-3.2	        0.422322
-3.1	        0.436027
-3	        0.449907
-2.9	        0.463951
-2.8	        0.478147
-2.7	        0.492483
-2.6	        0.506944
-2.5	        0.521517
-2.4	        0.536187
-2.3	        0.550938
-2.2	        0.565755
-2.1	        0.580621
-2	         0.59552
-1.9	        0.610433
-1.8	        0.625342
-1.7	        0.640229
-1.6	        0.655075
-1.5	        0.669861
-1.4	        0.684567
-1.3	        0.699173
-1.2	        0.713659
-1.1	        0.728003
-1	        0.742187
-0.9	        0.756188
-0.8	        0.769987
-0.7	        0.783561
-0.6	        0.796891
-0.5	        0.809955
-0.4	        0.822733
-0.3	        0.835204
-0.2	        0.847348
-0.1	        0.859145
0	        0.870576
0.1	         0.88162
0.2	         0.89226
0.3	        0.902477
0.4	        0.912254
0.5	        0.921572
0.6	        0.930416
0.7	         0.93877
0.8	        0.946619
0.9	        0.953948
1	        0.960745
1.1	        0.966996
1.2	         0.97269
1.3	        0.977817
1.4	        0.982366
1.5	        0.986329
1.6	        0.989699
1.7	        0.992469
1.8	        0.994632
1.9	        0.996186
2	        0.997126
2.1	        0.997451
2.2	         0.99716
2.3	        0.996252
2.4	        0.994729
2.5	        0.992594
2.6	        0.989849
2.7	        0.986501
2.8	        0.982554
2.9	        0.978015
3	        0.972893
3.1	        0.967196
3.2	        0.960935
3.3	         0.95412
3.4	        0.946764
3.5	         0.93888
3.6	         0.93048
3.7	        0.921581
3.8	        0.912197
3.9	        0.902345
4	        0.892042
4.1	        0.881304
4.2	        0.870152
4.3	        0.858602
4.4	        0.846676
4.5	        0.834391
4.6	        0.821769
4.7	         0.80883
4.8	        0.795595
4.9	        0.782085
5	        0.768321
5.1	        0.754324
5.2	        0.740116
5.3	        0.725718
5.4	        0.711152
5.5	        0.696439
5.6	          0.6816
5.7	        0.666655
5.8	        0.651627
5.9	        0.636534
6	        0.621398
6.1	        0.606238
6.2	        0.591073
6.3	        0.575922
6.4	        0.560803
6.5	        0.545735
6.6	        0.530735
6.7	        0.515819
6.8	        0.501004
6.9	        0.486304
7	        0.471736
7.1	        0.457312
7.2	        0.443047
7.3	        0.428954
7.4	        0.415043
7.5	        0.401328
7.6	        0.387818
7.7	        0.374523
7.8	        0.361452
7.9	        0.348615
8	        0.336018
8.1	        0.323669
8.2	        0.311573
8.3	        0.299738
8.4	        0.288167
8.5	        0.276864
8.6	        0.265834
8.7	         0.25508
8.8	        0.244603
8.9	        0.234405
9	        0.224488
9.1	        0.214851
9.2	        0.205496
9.3	        0.196421
9.4	        0.187626
9.5	        0.179109
9.6	        0.170868
9.7	        0.162901
9.8	        0.155204
9.9	        0.147776
10	        0.140612
10.1	        0.133708
10.2	        0.127061
10.3	        0.120666
10.4	        0.114518
10.5	        0.108613
10.6	        0.102946
10.7	       0.0975104
10.8	       0.0923019
10.9	       0.0873147
11	       0.0825432
11.1	       0.0779814
11.2	       0.0736238
11.3	       0.0694642
11.4	       0.0654968
11.5	       0.0617156
11.6	       0.0581147
11.7	       0.0546881
11.8	       0.0514298
11.9	       0.0483339
12	       0.0453946
12.1	       0.0426061
12.2	       0.0399626
12.3	       0.0374585
12.4	       0.0350883
12.5	       0.0328464
12.6	       0.0307275
12.7	       0.0287264
12.8	       0.0268379
12.9	        0.025057
13	       0.0233789
13.1	       0.0217987
13.2	        0.020312
13.3	       0.0189141
13.4	       0.0176008
13.5	       0.0163678
13.6	       0.0152112
13.7	       0.0141269
13.8	       0.0131112
13.9	       0.0121605
14	       0.0112712
