0.01 0.01 0
0.01 0.02 0
0.01 0.03 0
0.01 0.04 0
0.01 0.05 0
0.01 0.06 0
0.01 0.07 0
0.01 0.08 0
0.01 0.09 0
0.01 0.1 0
0.01 0.11 0
0.01 0.12 0
0.01 0.13 0
0.01 0.14 0
0.01 0.15 0
0.01 0.16 0
0.01 0.17 0
0.01 0.18 0
0.01 0.19 0
0.01 0.2 0
0.01 0.21 0
0.01 0.22 0
0.01 0.23 0
0.01 0.24 0
0.01 0.25 0
0.01 0.26 0
0.01 0.27 0
0.01 0.28 0
0.01 0.29 0
0.01 0.3 0
0.01 0.31 0
0.01 0.32 0
0.01 0.33 0
0.01 0.34 0
0.01 0.35 0
0.01 0.36 0
0.01 0.37 0
0.01 0.38 0
0.01 0.39 0
0.01 0.4 0
0.01 0.41 0
0.01 0.42 0
0.01 0.43 0
0.01 0.44 0
0.01 0.45 0
0.01 0.46 0
0.01 0.47 0
0.01 0.48 0
0.01 0.49 0
0.01 0.5 0
0.01 0.51 0
0.01 0.52 0
0.01 0.53 0
0.01 0.54 0
0.01 0.55 692.533
0.01 0.56 657.269
0.01 0.57 618.866
0.01 0.58 579.465
0.01 0.59 539.71
0.01 0.6 499.816
0.01 0.61 459.862
0.01 0.62 419.882
0.01 0.63 379.889
0.01 0.64 339.891
0.01 0.65 299.891
0.01 0.66 259.89
0.01 0.67 219.888
0.01 0.68 179.887
0.01 0.69 139.886
0.01 0.7 99.8865
0.01 0.71 59.8872
0.01 0.72 19.8887
0.01 0.73 -20.109
0.01 0.74 -60.1057
0.01 0.75 -100.101
0.01 0.76 -140.095
0.01 0.77 -180.087
0.01 0.78 -220.076
0.01 0.79 -260.061
0.01 0.8 -300.041
0.01 0.81 -340.013
0.01 0.82 -379.972
0.01 0.83 -419.913
0.01 0.84 -459.825
0.01 0.85 -499.688
0.01 0.86 -539.465
0.01 0.87 -579.069
0.01 0.88 -618.281
0.01 0.89 -656.454

0.02 0.01 0
0.02 0.02 0
0.02 0.03 0
0.02 0.04 0
0.02 0.05 0
0.02 0.06 0
0.02 0.07 0
0.02 0.08 0
