0.1 0.1 9.91233 8.51618e-005
0.1 0.2 9.82466 0.00017024
0.1 0.3 9.73698 0.000255149
0.1 0.4 9.64928 0.000339807
0.1 0.5 9.56155 0.00042413
0.1 0.6 9.47379 0.000508034
0.1 0.7 9.38599 0.000591436
0.1 0.8 9.29815 0.000674255
0.1 0.9 9.21025 0.000756409
0.1 1 9.1223 0.000837816
0.1 1.1 9.03428 0.000918396
0.1 1.2 8.94618 0.00099807
0.1 1.3 8.858 0.00107676
0.1 1.4 8.76973 0.00115439
0.1 1.5 8.68136 0.00123087
0.1 1.6 8.59288 0.00130614
0.1 1.7 8.50427 0.00138013
0.1 1.8 8.41554 0.00145275
0.1 1.9 8.32667 0.00152394
0.1 2 8.23765 0.00159362
0.1 2.1 8.14846 0.00166173
0.1 2.2 8.0591 0.0017282
0.1 2.3 7.96955 0.00179297
0.1 2.4 7.87981 0.00185596
0.1 2.5 7.78985 0.00191713
0.1 2.6 7.69966 0.0019764
0.1 2.7 7.60923 0.00203372
0.1 2.8 7.51855 0.00208904
0.1 2.9 7.4276 0.00214229
0.1 3 7.33637 0.00219343
0.1 3.1 7.24483 0.0022424
0.1 3.2 7.15298 0.00228917
0.1 3.3 7.06081 0.00233367
0.1 3.4 6.96828 0.00237587
0.1 3.5 6.8754 0.00241572
0.1 3.6 6.78215 0.00245319
0.1 3.7 6.6885 0.00248824
0.1 3.8 6.59445 0.00252084
0.1 3.9 6.49999 0.00255094
0.1 4 6.40509 0.00257853
0.1 4.1 6.30975 0.00260358
0.1 4.2 6.21396 0.00262605
0.1 4.3 6.1177 0.00264593
0.1 4.4 6.02096 0.00266321
0.1 4.5 5.92374 0.00267785
0.1 4.6 5.82603 0.00268985
0.1 4.7 5.72782 0.0026992
0.1 4.8 5.62911 0.00270588
0.1 4.9 5.52989 0.00270989
0.1 5 5.43016 0.00271123
0.1 5.1 5.32991 0.00270989
0.1 5.2 5.22916 0.00270588
0.1 5.3 5.12791 0.0026992
0.1 5.4 5.02615 0.00268985
0.1 5.5 4.92388 0.00267785
0.1 5.6 4.82113 0.00266321
0.1 5.7 4.71789 0.00264593
0.1 5.8 4.61418 0.00262605
0.1 5.9 4.50999 0.00260358
0.1 6 4.40535 0.00257853
0.1 6.1 4.30027 0.00255094
0.1 6.2 4.19476 0.00252084
0.1 6.3 4.08882 0.00248824
0.1 6.4 3.98248 0.00245319
0.1 6.5 3.87575 0.00241572
0.1 6.6 3.76865 0.00237587
0.1 6.7 3.66118 0.00233367
0.1 6.8 3.55336 0.00228917
0.1 6.9 3.44522 0.0022424
0.1 7 3.33676 0.00219343
0.1 7.1 3.228 0.00214229
0.1 7.2 3.11895 0.00208904
0.1 7.3 3.00963 0.00203372
0.1 7.4 2.90006 0.0019764
0.1 7.5 2.79025 0.00191713
0.1 7.6 2.6802 0.00185596
0.1 7.7 2.56994 0.00179297
0.1 7.8 2.45948 0.0017282
0.1 7.9 2.34884 0.00166173
0.1 8 2.23801 0.00159362
0.1 8.1 2.12703 0.00152394
0.1 8.2 2.01589 0.00145275
0.1 8.3 1.9046 0.00138013
0.1 8.4 1.79319 0.00130614
0.1 8.5 1.68166 0.00123087
0.1 8.6 1.57001 0.00115438
0.1 8.7 1.45827 0.00107676
0.1 8.8 1.34643 0.00099807
0.1 8.9 1.23451 0.000918396
0.1 9 1.12251 0.000837815
0.1 9.1 1.01045 0.000756408
0.1 9.2 0.898321 0.000674255
0.1 9.3 0.786144 0.000591436
0.1 9.4 0.67392 0.000508033
0.1 9.5 0.561658 0.000424129
0.1 9.6 0.449365 0.000339807
0.1 9.7 0.337045 0.000255149
0.1 9.8 0.224707 0.000170239
0.1 9.9 0.112357 8.51617e-005
0.2 0.1 9.91234 8.51612e-005
0.2 0.2 9.82468 0.000170238
0.2 0.3 9.737 0.000255148
0.2 0.4 9.6493 0.000339805
0.2 0.5 9.56158 0.000424127
0.2 0.6 9.47383 0.00050803
0.2 0.7 9.38604 0.000591433
0.2 0.8 9.29821 0.000674251
0.2 0.9 9.21032 0.000756404
0.2 1 9.12237 0.000837811
0.2 1.1 9.03436 0.00091839
0.2 1.2 8.94627 0.000998064
0.2 1.3 8.8581 0.00107675
0.2 1.4 8.76984 0.00115438
0.2 1.5 8.68148 0.00123086
0.2 1.6 8.59301 0.00130614
0.2 1.7 8.50442 0.00138012
0.2 1.8 8.4157 0.00145274
0.2 1.9 8.32684 0.00152393
0.2 2 8.23783 0.00159361
0.2 2.1 8.14865 0.00166172
0.2 2.2 8.05931 0.00172819
0.2 2.3 7.96977 0.00179296
0.2 2.4 7.88004 0.00185595
0.2 2.5 7.79009 0.00191712
0.2 2.6 7.69992 0.00197639
0.2 2.7 7.60951 0.00203371
0.2 2.8 7.51884 0.00208902
0.2 2.9 7.42791 0.00214228
0.2 3 7.33669 0.00219342
0.2 3.1 7.24517 0.00224239
0.2 3.2 7.15334 0.00228915
0.2 3.3 7.06117 0.00233365
0.2 3.4 6.96867 0.00237585
0.2 3.5 6.8758 0.00241571
0.2 3.6 6.78256 0.00245318
0.2 3.7 6.68893 0.00248823
0.2 3.8 6.5949 0.00252082
0.2 3.9 6.50044 0.00255093
0.2 4 6.40556 0.00257852
0.2 4.1 6.31023 0.00260356
0.2 4.2 6.21445 0.00262603
0.2 4.3 6.1182 0.00264592
0.2 4.4 6.02147 0.00266319
0.2 4.5 5.92426 0.00267783
0.2 4.6 5.82656 0.00268983
0.2 4.7 5.72835 0.00269918
0.2 4.8 5.62964 0.00270586
0.2 4.9 5.53042 0.00270987
0.2 5 5.43069 0.00271121
0.2 5.1 5.33045 0.00270987
0.2 5.2 5.2297 0.00270586
0.2 5.3 5.12844 0.00269918
0.2 5.4 5.02667 0.00268983
0.2 5.5 4.9244 0.00267783
0.2 5.6 4.82164 0.00266319
0.2 5.7 4.71839 0.00264592
0.2 5.8 4.61467 0.00262603
0.2 5.9 4.51048 0.00260356
0.2 6 4.40582 0.00257851
0.2 6.1 4.30073 0.00255093
0.2 6.2 4.1952 0.00252082
0.2 6.3 4.08925 0.00248823
0.2 6.4 3.9829 0.00245318
0.2 6.5 3.87615 0.00241571
0.2 6.6 3.76903 0.00237585
0.2 6.7 3.66155 0.00233365
0.2 6.8 3.55372 0.00228915
0.2 6.9 3.44556 0.00224239
0.2 7 3.33708 0.00219342
0.2 7.1 3.22831 0.00214228
0.2 7.2 3.11924 0.00208902
0.2 7.3 3.00991 0.00203371
0.2 7.4 2.90032 0.00197639
0.2 7.5 2.79049 0.00191712
0.2 7.6 2.68043 0.00185595
0.2 7.7 2.57016 0.00179296
0.2 7.8 2.45969 0.00172819
0.2 7.9 2.34903 0.00166172
0.2 8 2.23819 0.00159361
0.2 8.1 2.12719 0.00152393
0.2 8.2 2.01604 0.00145274
0.2 8.3 1.90475 0.00138012
0.2 8.4 1.79333 0.00130614
0.2 8.5 1.68178 0.00123086
0.2 8.6 1.57013 0.00115438
0.2 8.7 1.45837 0.00107675
0.2 8.8 1.34653 0.000998063
0.2 8.9 1.23459 0.00091839
0.2 9 1.12259 0.00083781
0.2 9.1 1.01051 0.000756404
0.2 9.2 0.898381 0.000674251
0.2 9.3 0.786195 0.000591432
0.2 9.4 0.673964 0.00050803
0.2 9.5 0.561694 0.000424127
0.2 9.6 0.449393 0.000339805
0.2 9.7 0.337067 0.000255147
0.2 9.8 0.224722 0.000170238
0.2 9.9 0.112364 8.51612e-005
0.3 0.1 9.91236 8.51601e-005
0.3 0.2 9.8247 0.000170236
0.3 0.3 9.73704 0.000255144
0.3 0.4 9.64936 0.000339801
0.3 0.5 9.56166 0.000424121
0.3 0.6 9.47392 0.000508024
0.3 0.7 9.38614 0.000591425
0.3 0.8 9.29832 0.000674242
0.3 0.9 9.21045 0.000756394
0.3 1 9.12252 0.0008378
0.3 1.1 9.03453 0.000918378
0.3 1.2 8.94646 0.000998051
0.3 1.3 8.85831 0.00107674
0.3 1.4 8.77007 0.00115436
0.3 1.5 8.68172 0.00123085
0.3 1.6 8.59327 0.00130612
0.3 1.7 8.5047 0.0013801
0.3 1.8 8.41601 0.00145272
0.3 1.9 8.32717 0.00152391
0.3 2 8.23818 0.00159359
0.3 2.1 8.14904 0.0016617
0.3 2.2 8.05971 0.00172817
0.3 2.3 7.97021 0.00179293
0.3 2.4 7.8805 0.00185593
0.3 2.5 7.79058 0.00191709
0.3 2.6 7.70044 0.00197636
0.3 2.7 7.61006 0.00203368
0.3 2.8 7.51942 0.002089
0.3 2.9 7.42852 0.00214225
0.3 3 7.33733 0.00219339
0.3 3.1 7.24584 0.00224236
0.3 3.2 7.15404 0.00228912
0.3 3.3 7.06191 0.00233362
0.3 3.4 6.96944 0.00237582
0.3 3.5 6.8766 0.00241568
0.3 3.6 6.78339 0.00245315
0.3 3.7 6.68979 0.00248819
0.3 3.8 6.59578 0.00252079
0.3 3.9 6.50136 0.00255089
0.3 4 6.4065 0.00257848
0.3 4.1 6.3112 0.00260353
0.3 4.2 6.21544 0.002626
0.3 4.3 6.11921 0.00264588
0.3 4.4 6.0225 0.00266315
0.3 4.5 5.9253 0.0026778
0.3 4.6 5.82761 0.0026898
0.3 4.7 5.72941 0.00269914
0.3 4.8 5.63071 0.00270583
0.3 4.9 5.5315 0.00270984
0.3 5 5.43177 0.00271118
0.3 5.1 5.33153 0.00270984
0.3 5.2 5.23077 0.00270583
0.3 5.3 5.1295 0.00269914
0.3 5.4 5.02772 0.0026898
0.3 5.5 4.92544 0.0026778
0.3 5.6 4.82267 0.00266315
0.3 5.7 4.7194 0.00264588
0.3 5.8 4.61566 0.002626
0.3 5.9 4.51144 0.00260352
0.3 6 4.40677 0.00257848
0.3 6.1 4.30164 0.00255089
0.3 6.2 4.19609 0.00252079
0.3 6.3 4.09011 0.00248819
0.3 6.4 3.98373 0.00245314
0.3 6.5 3.87695 0.00241567
0.3 6.6 3.7698 0.00237582
0.3 6.7 3.66229 0.00233362
0.3 6.8 3.55443 0.00228912
