-0.75, 1.75
-1.29062, 1.15625
-0.174974, 1.41098
-0.181508, 0.720799
-0.0700577, 0.376872
0.117895, 0.19089
0.315182, 0.102395
0.453109, 0.100867
0.515164, 0.153087
0.554275, 0.209241
0.589112, 0.258231
0.618963, 0.302642
0.64536, 0.342879
0.668782, 0.379684
0.689826, 0.413477
0.708828, 0.444668
0.726114, 0.473553
0.741907, 0.500397
0.756409, 0.525411
0.76977, 0.548783
0.782129, 0.570665
0.793588, 0.591195
0.804248, 0.610489
0.814183, 0.628652
0.823467, 0.645773
0.832155, 0.661935
0.840304, 0.677209
0.847956, 0.69166
0.855157, 0.705345
0.861936, 0.718319
0.868333, 0.730626
0.874368, 0.742314
0.880078, 0.753417
0.885475, 0.763977
0.890592, 0.774021
0.895434, 0.783588
0.900038, 0.792695
0.904394, 0.801381
0.90855, 0.809655
0.912477, 0.817559
0.916244, 0.825087
0.919787, 0.832295
0.923217, 0.839151
0.926407, 0.84574
0.929555, 0.851985
0.932408, 0.858029
0.935338, 0.863707
0.937842, 0.869282
0.940646, 0.874414
0.942733, 0.879615
0.945578, 0.88418
0.947065, 0.889149
0.950281, 0.893041
0.950729, 0.898038
0.955023, 0.900962
0.95341, 0.906515
0.960368, 0.907753
0.954318, 0.91503
0.967565, 0.912876
0.951503, 0.924529
0.979444, 0.914943
0.9401, 0.937127
1.00222, 0.910457
0.907574, 0.957455
1.04746, 0.890573
0.821563, 0.993873
1.11925, 0.83442
0.627211, 1.04357
1.10957, 0.718483
0.518825, 0.974813
0.98116, 0.621996
0.650668, 0.792335
0.960609, 0.607852
0.665974, 0.765311
0.947083, 0.604416
0.680598, 0.750691
0.940135, 0.606952
0.691783, 0.745403
0.938021, 0.611983
0.699121, 0.745934
0.939085, 0.617352
0.702853, 0.749616
0.941941, 0.621809
0.70352, 0.754531
0.945443, 0.624736
0.70191, 0.7593
0.948673, 0.625989
0.69901, 0.762984
0.950995, 0.6258
0.695857, 0.765095
0.952137, 0.624656
0.693294, 0.76561
0.952192, 0.623133
0.691773, 0.764901
0.951509, 0.621726
0.691318, 0.763547
0.950513, 0.620734
0.691661, 0.762105
0.94956, 0.62025
0.692429, 0.760957
