
# Surface 0 of 1 surfaces

# Curve title: "f(x,y)"

# IsoCurve 0, 100 points
# x y z type
-2 -2  99 i
-0.505051 -0.859438  5.37053 i
-0.464646 -0.859438  5.03605 i
-0.424242 -0.859438  4.72945 i
-0.383838 -0.859438  4.44897 i
-0.343434 -0.859438  4.19302 i
-0.30303 -0.859438  3.96015 i
-0.262626 -0.859438  3.74909 i
-0.222222 -0.859438  3.55871 i
-0.181818 -0.859438  3.38807 i
-0.141414 -0.859438  3.23634 i
-0.10101 -0.859438  3.10291 i
-0.0606061 -0.859438  2.98729 i
-0.020202 -0.859438  2.88915 i
 0.020202 -0.859438  2.80834 i
 0.0606061 -0.859438  2.74486 i
 0.10101 -0.859438  2.69887 i
 0.141414 -0.859438  2.67069 i
 0.181818 -0.859438  2.66079 i
 0.222222 -0.859438  2.66982 i
 0.262626 -0.859438  2.69858 i
 0.30303 -0.859438  2.74803 i
 0.343434 -0.859438  2.81928 i
 0.383838 -0.859438  2.91362 i
 0.424242 -0.859438  3.03248 i
 0.464646 -0.859438  3.17746 i
 0.505051 -0.859438  3.35033 i
 0.545455 -0.859438  3.55299 i
 0.585859 -0.859438  3.78754 i
 0.626263 -0.859438  4.0562 i
 0.666667 -0.859438  4.36138 i
 0.707071 -0.859438  4.70564 i
 0.747475 -0.859438  5.09169 i
 0.787879 -0.859438  5.52241 i
 0.828283 -0.859438  6.00084 i
 0.868687 -0.859438  6.53017 i
 0.909091 -0.859438  7.11378 i
 0.949495 -0.859438  7.75516 i
 0.989899 -0.859438  8.45801 i
 1.0303 -0.859438  9.22616 i
 1.07071 -0.859438  10.0636 i
 1.11111 -0.859438  10.9745 i
 1.15152 -0.859438  11.9632 i
 1.19192 -0.859438  13.0341 i
 1.23232 -0.859438  14.1919 i
 1.27273 -0.859438  15.4414 i
 1.31313 -0.859438  16.7875 i
 1.35354 -0.859438  18.2354 i
 1.39394 -0.859438  19.7903 i
 1.43434 -0.859438  21.4577 i
 1.47475 -0.859438  23.2431 i
 1.51515 -0.859438  25.1524 i
 1.55556 -0.859438  27.1914 i
 1.59596 -0.859438  29.3662 i
 1.63636 -0.859438  31.6831 i
 1.67677 -0.859438  34.1484 i
 1.71717 -0.859438  36.7687 i
 1.75758 -0.859438  39.5508 i
 1.79798 -0.859438  42.5014 i
 1.83838 -0.859438  45.6277 i
 1.87879 -0.859438  48.9368 i
 1.91919 -0.859438  52.436 i
 1.9596 -0.859438  56.133 i
 2 -0.859438  60.0353 i

# IsoCurve 72, 100 points
# x y z type
-2 -0.843373  67.6457 i
-1.9596 -0.843373  63.5946 i
-1.91919 -0.843373  59.7486 i
-1.87879 -0.843373  56.1 i
-1.83838 -0.843373  52.6413 i
-1.79798 -0.843373  49.3653 i
-1.75758 -0.843373  46.2646 i
-1.71717 -0.843373  43.3322 i
-1.67677 -0.843373  40.5612 i
-1.63636 -0.843373  37.9451 i
-1.59596 -0.843373  35.4771 i
-1.55556 -0.843373  33.1509 i
-1.51515 -0.843373  30.9602 i
-1.47475 -0.843373  28.899 i
-1.43434 -0.843373  26.9614 i
-1.39394 -0.843373  25.1416 i
-1.35354 -0.843373  23.434 i
-1.31313 -0.843373  21.8331 i
-1.27273 -0.843373  20.3338 i
-1.23232 -0.843373  18.9308 i
-1.19192 -0.843373  17.6193 i
-1.15152 -0.843373  16.3943 i
-1.11111 -0.843373  15.2514 i
-1.07071 -0.843373  14.186 i
-1.0303 -0.843373  13.1937 i
-0.989899 -0.843373  12.2705 i
-0.949495 -0.843373  11.4123 i
-0.909091 -0.843373  10.6154 i
-0.868687 -0.843373  9.87592 i
-0.828283 -0.843373  9.19048 i
-0.787879 -0.843373  8.55568 i
-0.747475 -0.843373  7.96832 i
-0.707071 -0.843373  7.42538 i
-0.666667 -0.843373  6.92397 i
-0.626263 -0.843373  6.46136 i
-0.585859 -0.843373  6.03502 i
-0.545455 -0.843373  5.64253 i
-0.505051 -0.843373  5.28166 i
-0.464646 -0.843373  4.95032 i
-0.424242 -0.843373  4.64661 i
-0.383838 -0.843373  4.36875 i
-0.343434 -0.843373  4.11516 i
-0.30303 -0.843373  3.88439 i
-0.262626 -0.843373  3.67516 i
-0.222222 -0.843373  3.48636 i
-0.181818 -0.843373  3.31702 i
-0.141414 -0.843373  3.16635 i
-0.10101 -0.843373  3.03371 i
-0.0606061 -0.843373  2.91861 i
-0.020202 -0.843373  2.82073 i
 0.020202 -0.843373  2.73992 i
 0.0606061 -0.843373  2.67618 i
 0.10101 -0.843373  2.62967 i
 0.141414 -0.843373  2.6007 i
 0.181818 -0.843373  2.58975 i
 0.222222 -0.843373  2.59747 i
 0.262626 -0.843373  2.62466 i
 0.30303 -0.843373  2.67227 i
 0.343434 -0.843373  2.74142 i
 0.383838 -0.843373  2.8334 i
 0.424242 -0.843373  2.94964 i
 0.464646 -0.843373  3.09173 i
 0.505051 -0.843373  3.26145 i
 0.545455 -0.843373  3.46071 i
 0.585859 -0.843373  3.69158 i
 0.626263 -0.843373  3.95631 i
 0.666667 -0.843373  4.2573 i
 0.707071 -0.843373  4.5971 i
 0.747475 -0.843373  4.97842 i
 0.787879 -0.843373  5.40416 i
 0.828283 -0.843373  5.87735 i
 0.868687 -0.843373  6.40118 i
 0.909091 -0.843373  6.97901 i
 0.949495 -0.843373  7.61436 i
 0.989899 -0.843373  8.31092 i
 1.0303 -0.843373  9.07251 i
 1.07071 -0.843373  9.90313 i
 1.11111 -0.843373  10.8069 i
 1.15152 -0.843373  11.7883 i
 1.19192 -0.843373  12.8516 i
 1.23232 -0.843373  14.0015 i
 1.27273 -0.843373  15.2429 i
 1.31313 -0.843373  16.5806 i
 1.35354 -0.843373  18.0198 i
 1.39394 -0.843373  19.5658 i
 1.43434 -0.843373  21.224 i
 1.47475 -0.843373  23 i
 1.51515 -0.843373  24.8996 i
 1.55556 -0.843373  26.9286 i
 1.59596 -0.843373  29.0932 i
 1.63636 -0.843373  31.3996 i
 1.67677 -0.843373  33.8542 i
 1.71717 -0.843373  36.4635 i
 1.75758 -0.843373  39.2343 i
 1.79798 -0.843373  42.1733 i
 1.83838 -0.843373  45.2878 i
 1.87879 -0.843373  48.5848 i
 1.91919 -0.843373  52.0718 i
 1.9596 -0.843373  55.7562 i
 2 -0.843373  59.6457 i

# IsoCurve 73, 100 points
# x y z type
-2 -0.827309  67.2573 i
-1.9596 -0.827309  63.219 i
-1.91919 -0.827309  59.3856 i
-1.87879 -0.827309  55.7494 i
-1.83838 -0.827309  52.3028 i
-1.79798 -0.827309  49.0385 i
-1.75758 -0.827309  45.9493 i
-1.71717 -0.827309  43.0282 i
-1.67677 -0.827309  40.2683 i
-1.63636 -0.827309  37.6629 i
-1.59596 -0.827309  35.2054 i
-1.55556 -0.827309  32.8894 i
-1.51515 -0.827309  30.7087 i
-1.47475 -0.827309  28.6572 i
-1.43434 -0.827309  26.729 i
-1.39394 -0.827309  24.9184 i
-1.35354 -0.827309  23.2197 i
-1.31313 -0.827309  21.6275 i
-1.27273 -0.827309  20.1366 i
-1.23232 -0.827309  18.7417 i
-1.19192 -0.827309  17.4381 i
-1.15152 -0.827309  16.2207 i
-1.11111 -0.827309  15.0851 i
-1.07071 -0.827309  14.0268 i
-1.0303 -0.827309  13.0414 i
-0.989899 -0.827309  12.1247 i
-0.949495 -0.827309  11.2728 i
-0.909091 -0.827309  10.4819 i
-0.868687 -0.827309  9.74822 i
-0.828283 -0.827309  9.06828 i
-0.787879 -0.827309  8.43872 i
-0.747475 -0.827309  7.85635 i
-0.707071 -0.827309  7.31813 i
-0.666667 -0.827309  6.82117 i
-0.626263 -0.827309  6.36277 i
-0.585859 -0.827309  5.94035 i
-0.545455 -0.827309  5.55154 i
-0.505051 -0.827309  5.19407 i
-0.464646 -0.827309  4.86588 i
-0.424242 -0.827309  4.56505 i
-0.383838 -0.827309  4.28982 i
-0.343434 -0.827309  4.03859 i
-0.30303 -0.827309  3.80992 i
-0.262626 -0.827309  3.60253 i
-0.222222 -0.827309  3.4153 i
-0.181818 -0.827309  3.24727 i
-0.141414 -0.827309  3.09765 i
-0.10101 -0.827309  2.96579 i
-0.0606061 -0.827309  2.85121 i
-0.020202 -0.827309  2.7536 i
 0.020202 -0.827309  2.67279 i
 0.0606061 -0.827309  2.60879 i
 0.10101 -0.827309  2.56175 i
 0.141414 -0.827309  2.53199 i
 0.181818 -0.827309  2.52 i
 0.222222 -0.827309  2.52641 i
 0.262626 -0.827309  2.55202 i
 0.30303 -0.827309  2.5978 i
 0.343434 -0.827309  2.66485 i
 0.383838 -0.827309  2.75447 i
 0.424242 -0.827309  2.86808 i
 0.464646 -0.827309  3.0073 i
 0.505051 -0.827309  3.17387 i
 0.545455 -0.827309  3.36972 i
 0.585859 -0.827309  3.59692 i
 0.626263 -0.827309  3.85772 i
 0.666667 -0.827309  4.1545 i
 0.707071 -0.827309  4.48984 i
 0.747475 -0.827309  4.86645 i
 0.787879 -0.827309  5.28721 i
 0.828283 -0.827309  5.75515 i
 0.868687 -0.827309  6.27347 i
 0.909091 -0.827309  6.84553 i
 0.949495 -0.827309  7.47486 i
 0.989899 -0.827309  8.16512 i
 1.0303 -0.827309  8.92015 i
 1.07071 -0.827309  9.74395 i
 1.11111 -0.827309  10.6407 i
 1.15152 -0.827309  11.6147 i
 1.19192 -0.827309  12.6704 i
 1.23232 -0.827309  13.8124 i
 1.27273 -0.827309  15.0457 i
 1.31313 -0.827309  16.375 i
 1.35354 -0.827309  17.8056 i
 1.39394 -0.827309  19.3426 i
 1.43434 -0.827309  20.9917 i
 1.47475 -0.827309  22.7582 i
 1.51515 -0.827309  24.6481 i
 1.55556 -0.827309  26.6672 i
 1.59596 -0.827309  28.8215 i
 1.63636 -0.827309  31.1174 i
 1.67677 -0.827309  33.5613 i
 1.71717 -0.827309  36.1595 i
 1.75758 -0.827309  38.919 i
 1.79798 -0.827309  41.8466 i
 1.83838 -0.827309  44.9493 i
 1.87879 -0.827309  48.2342 i
 1.91919 -0.827309  51.7088 i
 1.9596 -0.827309  55.3806 i
 2 -0.827309  59.2573 i

# IsoCurve 74, 100 points
# x y z type
-2 -0.811245  66.8702 i
-1.9596 -0.811245  62.8448 i
-1.91919 -0.811245  59.024 i
-1.87879 -0.811245  55.4001 i
-1.83838 -0.811245  51.9655 i
-1.79798 -0.811245  48.7131 i
-1.75758 -0.811245  45.6354 i
-1.71717 -0.811245  42.7256 i
-1.67677 -0.811245  39.9767 i
-1.63636 -0.811245  37.382 i
-1.59596 -0.811245  34.935 i
-1.55556 -0.811245  32.6292 i
-1.51515 -0.811245  30.4585 i
-1.47475 -0.811245  28.4167 i
-1.43434 -0.811245  26.498 i
-1.39394 -0.811245  24.6965 i
-1.35354 -0.811245  23.0068 i
-1.31313 -0.811245  21.4232 i
-1.27273 -0.811245  19.9407 i
-1.23232 -0.811245  18.554 i
-1.19192 -0.811245  17.2581 i
-1.15152 -0.811245  16.0484 i
-1.11111 -0.811245  14.9202 i
-1.07071 -0.811245  13.8689 i
-1.0303 -0.811245  12.8903 i
-0.989899 -0.811245  11.9802 i
-0.949495 -0.811245  11.1346 i
-0.909091 -0.811245  10.3497 i
-0.868687 -0.811245  9.6218 i
-0.828283 -0.811245  8.94737 i
-0.787879 -0.811245  8.32306 i
-0.747475 -0.811245  7.74567 i
-0.707071 -0.811245  7.21216 i
-0.666667 -0.811245  6.71967 i
-0.626263 -0.811245  6.26546 i
-0.585859 -0.811245  5.84698 i
-0.545455 -0.811245  5.46183 i
-0.505051 -0.811245  5.10778 i
-0.464646 -0.811245  4.78274 i
-0.424242 -0.811245  4.48479 i
-0.383838 -0.811245  4.21218 i
-0.343434 -0.811245  3.96331 i
-0.30303 -0.811245  3.73674 i
-0.262626 -0.811245  3.53118 i
-0.222222 -0.811245  3.34553 i
-0.181818 -0.811245  3.17881 i
-0.141414 -0.811245  3.03024 i
-0.10101 -0.811245  2.89917 i
-0.0606061 -0.811245  2.78511 i
-0.020202 -0.811245  2.68776 i
 0.020202 -0.811245  2.60696 i
 0.0606061 -0.811245  2.54269 i
 0.10101 -0.811245  2.49512 i
 0.141414 -0.811245  2.46458 i
 0.181818 -0.811245  2.45154 i
 0.222222 -0.811245  2.45664 i
 0.262626 -0.811245  2.48068 i
 0.30303 -0.811245  2.52462 i
 0.343434 -0.811245  2.58957 i
 0.383838 -0.811245  2.67683 i
 0.424242 -0.811245  2.78782 i
 0.464646 -0.811245  2.92415 i
 0.505051 -0.811245  3.08758 i
 0.545455 -0.811245  3.28001 i
 0.585859 -0.811245  3.50355 i
 0.626263 -0.811245  3.76041 i
 0.666667 -0.811245  4.053 i
 0.707071 -0.811245  4.38388 i
 0.747475 -0.811245  4.75577 i
 0.787879 -0.811245  5.17154 i
 0.828283 -0.811245  5.63424 i
 0.868687 -0.811245  6.14705 i
 0.909091 -0.811245  6.71335 i
 0.949495 -0.811245  7.33664 i
 0.989899 -0.811245  8.0206 i
 1.0303 -0.811245  8.76908 i
 1.07071 -0.811245  9.58607 i
 1.11111 -0.811245  10.4757 i
 1.15152 -0.811245  11.4424 i
 1.19192 -0.811245  12.4905 i
 1.23232 -0.811245  13.6247 i
 1.27273 -0.811245  14.8498 i
 1.31313 -0.811245  16.1707 i
 1.35354 -0.811245  17.5926 i
 1.39394 -0.811245  19.1208 i
 1.43434 -0.811245  20.7606 i
 1.47475 -0.811245  22.5177 i
 1.51515 -0.811245  24.3979 i
 1.55556 -0.811245  26.407 i
 1.59596 -0.811245  28.5512 i
 1.63636 -0.811245  30.8366 i
 1.67677 -0.811245  33.2696 i
 1.71717 -0.811245  35.8569 i
 1.75758 -0.811245  38.6051 i
 1.79798 -0.811245  41.5211 i
 1.83838 -0.811245  44.612 i
 1.87879 -0.811245  47.8849 i
 1.91919 -0.811245  51.3472 i
 1.9596 -0.811245  55.0064 i
 2 -0.811245  58.8702 i

# IsoCurve 75, 100 points
# x y z type
-2 -0.795181  66.4844 i
-1.9596 -0.795181  62.4718 i
-1.91919 -0.795181  58.6636 i
-1.87879 -0.795181  55.052 i
-1.83838 -0.795181  51.6296 i
-1.79798 -0.795181  48.3889 i
-1.75758 -0.795181  45.3228 i
-1.71717 -0.795181  42.4242 i
-1.67677 -0.795181  39.6863 i
-1.63636 -0.795181  37.1024 i
-1.59596 -0.795181  34.6659 i
-1.55556 -0.795181  32.3704 i
-1.51515 -0.795181  30.2096 i
-1.47475 -0.795181  28.1775 i
-1.43434 -0.795181  26.2682 i
-1.39394 -0.795181  24.4759 i
-1.35354 -0.795181  22.7951 i
-1.31313 -0.795181  21.2202 i
-1.27273 -0.795181  19.746 i
-1.23232 -0.795181  18.3675 i
-1.19192 -0.795181  17.0795 i
-1.15152 -0.795181  15.8774 i
-1.11111 -0.795181  14.7565 i
-1.07071 -0.795181  13.7123 i
-1.0303 -0.795181  12.7405 i
-0.989899 -0.795181  11.837 i
-0.949495 -0.795181  10.9977 i
-0.909091 -0.795181  10.2188 i
-0.868687 -0.795181  9.49667 i
-0.828283 -0.795181  8.82775 i
-0.787879 -0.795181  8.20868 i
-0.747475 -0.795181  7.63628 i
-0.707071 -0.795181  7.10749 i
-0.666667 -0.795181  6.61945 i
-0.626263 -0.795181  6.16944 i
-0.585859 -0.795181  5.7549 i
-0.545455 -0.795181  5.37342 i
-0.505051 -0.795181  5.02278 i
-0.464646 -0.795181  4.70088 i
-0.424242 -0.795181  4.40582 i
-0.383838 -0.795181  4.13583 i
-0.343434 -0.795181  3.88932 i
-0.30303 -0.795181  3.66485 i
-0.262626 -0.795181  3.46113 i
-0.222222 -0.795181  3.27705 i
-0.181818 -0.795181  3.11164 i
-0.141414 -0.795181  2.96412 i
-0.10101 -0.795181  2.83383 i
-0.0606061 -0.795181  2.7203 i
-0.020202 -0.795181  2.62322 i
 0.020202 -0.795181  2.54241 i
 0.0606061 -0.795181  2.47788 i
 0.10101 -0.795181  2.42979 i
 0.141414 -0.795181  2.39846 i
 0.181818 -0.795181  2.38437 i
 0.222222 -0.795181  2.38816 i
 0.262626 -0.795181  2.41062 i
 0.30303 -0.795181  2.45273 i
 0.343434 -0.795181  2.51558 i
 0.383838 -0.795181  2.60048 i
 0.424242 -0.795181  2.70885 i
 0.464646 -0.795181  2.8423 i
 0.505051 -0.795181  3.00257 i
 0.545455 -0.795181  3.1916 i
 0.585859 -0.795181  3.41146 i
 0.626263 -0.795181  3.66439 i
 0.666667 -0.795181  3.95279 i
 0.707071 -0.795181  4.27921 i
 0.747475 -0.795181  4.64638 i
 0.787879 -0.795181  5.05717 i
 0.828283 -0.795181  5.51462 i
 0.868687 -0.795181  6.02192 i
 0.909091 -0.795181  6.58245 i
 0.949495 -0.795181  7.19971 i
 0.989899 -0.795181  7.87738 i
 1.0303 -0.795181  8.6193 i
 1.07071 -0.795181  9.42947 i
 1.11111 -0.795181  10.312 i
 1.15152 -0.795181  11.2713 i
 1.19192 -0.795181  12.3118 i
 1.23232 -0.795181  13.4382 i
 1.27273 -0.795181  14.6551 i
 1.31313 -0.795181  15.9677 i
 1.35354 -0.795181  17.3809 i
 1.39394 -0.795181  18.9002 i
 1.43434 -0.795181  20.5309 i
 1.47475 -0.795181  22.2785 i
 1.51515 -0.795181  24.149 i
 1.55556 -0.795181  26.1481 i
 1.59596 -0.795181  28.2821 i
 1.63636 -0.795181  30.557 i
 1.67677 -0.795181  32.9793 i
 1.71717 -0.795181  35.5555 i
 1.75758 -0.795181  38.2925 i
 1.79798 -0.795181  41.197 i
 1.83838 -0.795181  44.276 i
 1.87879 -0.795181  47.5369 i
 1.91919 -0.795181  50.9868 i
 1.9596 -0.795181  54.6335 i
 2 -0.795181  58.4844 i

# IsoCurve 76, 100 points
# x y z type
-2 -0.779116  66.0999 i
-1.9596 -0.779116  62.1002 i
-1.91919 -0.779116  58.3045 i
-1.87879 -0.779116  54.7053 i
-1.83838 -0.779116  51.2949 i
-1.79798 -0.779116  48.066 i
-1.75758 -0.779116  45.0114 i
-1.71717 -0.779116  42.1242 i
-1.67677 -0.779116  39.3973 i
-1.63636 -0.779116  36.8241 i
-1.59596 -0.779116  34.3981 i
-1.55556 -0.779116  32.1128 i
-1.51515 -0.779116  29.962 i
-1.47475 -0.779116  27.9396 i
-1.43434 -0.779116  26.0398 i
-1.39394 -0.779116  24.2567 i
-1.35354 -0.779116  22.5847 i
-1.31313 -0.779116  21.0185 i
-1.27273 -0.779116  19.5527 i
-1.23232 -0.779116  18.1823 i
-1.19192 -0.779116  16.9022 i
-1.15152 -0.779116  15.7077 i
-1.11111 -0.779116  14.5941 i
-1.07071 -0.779116  13.557 i
-1.0303 -0.779116  12.592 i
-0.989899 -0.779116  11.695 i
-0.949495 -0.779116  10.8621 i
-0.909091 -0.779116  10.0892 i
-0.868687 -0.779116  9.37284 i
-0.828283 -0.779116  8.70942 i
-0.787879 -0.779116  8.0956 i
-0.747475 -0.779116  7.52817 i
-0.707071 -0.779116  7.00411 i
-0.666667 -0.779116  6.52053 i
-0.626263 -0.779116  6.07471 i
-0.585859 -0.779116  5.6641 i
-0.545455 -0.779116  5.2863 i
-0.505051 -0.779116  4.93906 i
-0.464646 -0.779116  4.62032 i
-0.424242 -0.779116  4.32814 i
-0.383838 -0.779116  4.06078 i
-0.343434 -0.779116  3.81662 i
-0.30303 -0.779116  3.59425 i
-0.262626 -0.779116  3.39236 i
-0.222222 -0.779116  3.20985 i
-0.181818 -0.779116  3.04576 i
-0.141414 -0.779116  2.89929 i
-0.10101 -0.779116  2.76979 i
-0.0606061 -0.779116  2.65678 i
-0.020202 -0.779116  2.55996 i
 0.020202 -0.779116  2.47915 i
 0.0606061 -0.779116  2.41436 i
 0.10101 -0.779116  2.36575 i
 0.141414 -0.779116  2.33363 i
 0.181818 -0.779116  2.31849 i
 0.222222 -0.779116  2.32097 i
 0.262626 -0.779116  2.34186 i
 0.30303 -0.779116  2.38212 i
 0.343434 -0.779116  2.44289 i
 0.383838 -0.779116  2.52542 i
 0.424242 -0.779116  2.63117 i
 0.464646 -0.779116  2.76173 i
 0.505051 -0.779116  2.91886 i
 0.545455 -0.779116  3.10448 i
 0.585859 -0.779116  3.32067 i
 0.626263 -0.779116  3.56966 i
 0.666667 -0.779116  3.85386 i
 0.707071 -0.779116  4.17583 i
 0.747475 -0.779116  4.53827 i
 0.787879 -0.779116  4.94408 i
 0.828283 -0.779116  5.39629 i
 0.868687 -0.779116  5.89809 i
 0.909091 -0.779116  6.45284 i
 0.949495 -0.779116  7.06407 i
 0.989899 -0.779116  7.73545 i
 1.0303 -0.779116  8.47081 i
 1.07071 -0.779116  9.27416 i
 1.11111 -0.779116  10.1497 i
 1.15152 -0.779116  11.1016 i
 1.19192 -0.779116  12.1345 i
 1.23232 -0.779116  13.253 i
 1.27273 -0.779116  14.4618 i
 1.31313 -0.779116  15.766 i
 1.35354 -0.779116  17.1706 i
 1.39394 -0.779116  18.6809 i
 1.43434 -0.779116  20.3024 i
 1.47475 -0.779116  22.0406 i
 1.51515 -0.779116  23.9014 i
 1.55556 -0.779116  25.8906 i
 1.59596 -0.779116  28.0142 i
 1.63636 -0.779116  30.2787 i
 1.67677 -0.779116  32.6902 i
 1.71717 -0.779116  35.2555 i
 1.75758 -0.779116  37.9811 i
 1.79798 -0.779116  40.8741 i
 1.83838 -0.779116  43.9413 i
 1.87879 -0.779116  47.1901 i
 1.91919 -0.779116  50.6278 i
 1.9596 -0.779116  54.2618 i
 2 -0.779116  58.0999 i

# IsoCurve 77, 100 points
# x y z type
-2 -0.763052  65.7167 i
-1.9596 -0.763052  61.7298 i
-1.91919 -0.763052  57.9467 i
-1.87879 -0.763052  54.3598 i
-1.83838 -0.763052  50.9615 i
-1.79798 -0.763052  47.7444 i
-1.75758 -0.763052  44.7014 i
-1.71717 -0.763052  41.8254 i
-1.67677 -0.763052  39.1095 i
-1.63636 -0.763052  36.5471 i
-1.59596 -0.763052  34.1316 i
-1.55556 -0.763052  31.8565 i
-1.51515 -0.763052  29.7157 i
-1.47475 -0.763052  27.703 i
-1.43434 -0.763052  25.8126 i
-1.39394 -0.763052  24.0386 i
-1.35354 -0.763052  22.3756 i
-1.31313 -0.763052  20.8181 i
-1.27273 -0.763052  19.3607 i
-1.23232 -0.763052  17.9983 i
-1.19192 -0.763052  16.7261 i
-1.15152 -0.763052  15.5392 i
-1.11111 -0.763052  14.433 i
-1.07071 -0.763052  13.403 i
-1.0303 -0.763052  12.4448 i
-0.989899 -0.763052  11.5544 i
-0.949495 -0.763052  10.7277 i
-0.909091 -0.763052  9.96089 i
-0.868687 -0.763052  9.25029 i
-0.828283 -0.763052  8.59238 i
-0.787879 -0.763052  7.9838 i
-0.747475 -0.763052  7.42136 i
-0.707071 -0.763052  6.90202 i
-0.666667 -0.763052  6.4229 i
-0.626263 -0.763052  5.98128 i
-0.585859 -0.763052  5.5746 i
-0.545455 -0.763052  5.20047 i
-0.505051 -0.763052  4.85664 i
-0.464646 -0.763052  4.54104 i
-0.424242 -0.763052  4.25175 i
-0.383838 -0.763052  3.98701 i
-0.343434 -0.763052  3.74522 i
-0.30303 -0.763052  3.52494 i
-0.262626 -0.763052  3.32489 i
-0.222222 -0.763052  3.14395 i
-0.181818 -0.763052  2.98117 i
-0.141414 -0.763052  2.83575 i
-0.10101 -0.763052  2.70703 i
-0.0606061 -0.763052  2.59455 i
-0.020202 -0.763052  2.49799 i
 0.020202 -0.763052  2.41718 i
 0.0606061 -0.763052  2.35213 i
 0.10101 -0.763052  2.30299 i
 0.141414 -0.763052  2.27009 i
 0.181818 -0.763052  2.2539 i
 0.222222 -0.763052  2.25506 i
 0.262626 -0.763052  2.27438 i
 0.30303 -0.763052  2.31281 i
 0.343434 -0.763052  2.37148 i
 0.383838 -0.763052  2.45165 i
 0.424242 -0.763052  2.55478 i
 0.464646 -0.763052  2.68245 i
 0.505051 -0.763052  2.83644 i
 0.545455 -0.763052  3.01865 i
 0.585859 -0.763052  3.23117 i
 0.626263 -0.763052  3.47623 i
 0.666667 -0.763052  3.75623 i
 0.707071 -0.763052  4.07374 i
 0.747475 -0.763052  4.43146 i
 0.787879 -0.763052  4.83229 i
 0.828283 -0.763052  5.27925 i
 0.868687 -0.763052  5.77554 i
 0.909091 -0.763052  6.32453 i
 0.949495 -0.763052  6.92972 i
 0.989899 -0.763052  7.59481 i
 1.0303 -0.763052  8.32362 i
 1.07071 -0.763052  9.12015 i
 1.11111 -0.763052  9.98856 i
 1.15152 -0.763052  10.9332 i
 1.19192 -0.763052  11.9585 i
 1.23232 -0.763052  13.0691 i
 1.27273 -0.763052  14.2698 i
 1.31313 -0.763052  15.5655 i
 1.35354 -0.763052  16.9615 i
 1.39394 -0.763052  18.4629 i
 1.43434 -0.763052  20.0752 i
 1.47475 -0.763052  21.804 i
 1.51515 -0.763052  23.6551 i
 1.55556 -0.763052  25.6343 i
 1.59596 -0.763052  27.7477 i
 1.63636 -0.763052  30.0017 i
 1.67677 -0.763052  32.4025 i
 1.71717 -0.763052  34.9567 i
 1.75758 -0.763052  37.6711 i
 1.79798 -0.763052  40.5525 i
 1.83838 -0.763052  43.6079 i
 1.87879 -0.763052  46.8447 i
 1.91919 -0.763052  50.27 i
 1.9596 -0.763052  53.8914 i
 2 -0.763052  57.7167 i

# IsoCurve 78, 100 points
# x y z type
-2 -0.746988  65.3347 i
-1.9596 -0.746988  61.3607 i
-1.91919 -0.746988  57.5903 i
-1.87879 -0.746988  54.0156 i
-1.83838 -0.746988  50.6294 i
-1.79798 -0.746988  47.4241 i
-1.75758 -0.746988  44.3926 i
-1.71717 -0.746988  41.5279 i
-1.67677 -0.746988  38.8231 i
-1.63636 -0.746988  36.2714 i
-1.59596 -0.746988  33.8663 i
-1.55556 -0.746988  31.6015 i
-1.51515 -0.746988  29.4706 i
-1.47475 -0.746988  27.4677 i
-1.43434 -0.746988  25.5867 i
-1.39394 -0.746988  23.8219 i
-1.35354 -0.746988  22.1678 i
-1.31313 -0.746988  20.6189 i
-1.27273 -0.746988  19.1699 i
-1.23232 -0.746988  17.8157 i
-1.19192 -0.746988  16.5514 i
-1.15152 -0.746988  15.3721 i
-1.11111 -0.746988  14.2732 i
-1.07071 -0.746988  13.2503 i
-1.0303 -0.746988  12.2989 i
-0.989899 -0.746988  11.4151 i
-0.949495 -0.746988  10.5946 i
-0.909091 -0.746988  9.83387 i
-0.868687 -0.746988  9.12903 i
-0.828283 -0.746988  8.47663 i
-0.787879 -0.746988  7.8733 i
-0.747475 -0.746988  7.31584 i
-0.707071 -0.746988  6.80122 i
-0.666667 -0.746988  6.32656 i
-0.626263 -0.746988  5.88913 i
-0.585859 -0.746988  5.48639 i
-0.545455 -0.746988  5.11593 i
-0.505051 -0.746988  4.77551 i
-0.464646 -0.746988  4.46305 i
-0.424242 -0.746988  4.17665 i
-0.383838 -0.746988  3.91453 i
-0.343434 -0.746988  3.6751 i
-0.30303 -0.746988  3.45692 i
-0.262626 -0.746988  3.2587 i
-0.222222 -0.746988  3.07934 i
-0.181818 -0.746988  2.91787 i
-0.141414 -0.746988  2.77349 i
-0.10101 -0.746988  2.64557 i
-0.0606061 -0.746988  2.53362 i
-0.020202 -0.746988  2.43731 i
 0.020202 -0.746988  2.35651 i
 0.0606061 -0.746988  2.29119 i
 0.10101 -0.746988  2.24153 i
 0.141414 -0.746988  2.20784 i
 0.181818 -0.746988  2.1906 i
 0.222222 -0.746988  2.19045 i
 0.262626 -0.746988  2.2082 i
 0.30303 -0.746988  2.24479 i
 0.343434 -0.746988  2.30136 i
 0.383838 -0.746988  2.37918 i
 0.424242 -0.746988  2.47968 i
 0.464646 -0.746988  2.60447 i
 0.505051 -0.746988  2.75531 i
 0.545455 -0.746988  2.93411 i
 0.585859 -0.746988  3.14295 i
 0.626263 -0.746988  3.38408 i
