
# Surface 0 of 1 surfaces

# Curve title: "f(x,y)"

# Contour 0, label:       98
 1.92276 -2  82 
 1.93292 -1.9596  82 
 1.94316 -1.91919  82 
 1.95346 -1.87879  82 
 1.9596 -1.85483  82 
 1.96364 -1.83838  82 
 1.97359 -1.79798  82 
 1.98361 -1.75758  82 
 1.9937 -1.71717  82 
 2 -1.69207  82 

-1.85325 -2  82 
-1.86353 -1.9596  82 
-1.87389 -1.91919  82 
-1.87879 -1.90013  82 
-1.88406 -1.87879  82 
-1.89406 -1.83838  82 
-1.90413 -1.79798  82 
-1.91427 -1.75758  82 
-1.91919 -1.73804  82 
-1.92424 -1.71717  82 
-1.93403 -1.67677  82 
-1.94389 -1.63636  82 
-1.95382 -1.59596  82 
-1.9596 -1.57255  82 
-1.96362 -1.55556  82 
-1.97321 -1.51515  82 
-1.98287 -1.47475  82 
-1.99258 -1.43434  82 
-2 -1.40367  82 


# Contour 9, label:       80
 1.90446 -2  80 
 1.915 -1.9596  80 
 1.91919 -1.94357  80 
 1.92531 -1.91919  80 
 1.93549 -1.87879  80 
 1.94574 -1.83838  80 
 1.95606 -1.79798  80 
 1.9596 -1.78415  80 
 1.96612 -1.75758  80 
 1.97609 -1.71717  80 
 1.98613 -1.67677  80 
 1.99624 -1.63636  80 
 2 -1.62135  80 

-1.83439 -2  80 
-1.83838 -1.98477  80 
-1.84473 -1.9596  80 
-1.85495 -1.91919  80 
-1.86524 -1.87879  80 
-1.8756 -1.83838  80 
-1.87879 -1.82596  80 
-1.88569 -1.79798  80 
-1.8957 -1.75758  80 
-1.90577 -1.71717  80 
-1.91592 -1.67677  80 
-1.91919 -1.66375  80 
-1.92581 -1.63636  80 
-1.93561 -1.59596  80 
-1.94547 -1.55556  80 
-1.9554 -1.51515  80 
-1.9596 -1.49814  80 
-1.96513 -1.47475  80 
-1.97472 -1.43434  80 
-1.98438 -1.39394  80 
-1.9941 -1.35354  80 
-2 -1.32913  80 


# Contour 10, label:       78
 1.88599 -2  78 
 1.8964 -1.9596  78 
 1.90687 -1.91919  78 
 1.91743 -1.87879  78 
 1.91919 -1.87204  78 
 1.92763 -1.83838  78 
 1.93782 -1.79798  78 
 1.94809 -1.75758  78 
 1.95842 -1.71717  78 
 1.9596 -1.7126  78 
 1.96839 -1.67677  78 
 1.97837 -1.63636  78 
 1.98842 -1.59596  78 
 1.99855 -1.55556  78 
 2 -1.54976  78 

-1.8148 -2  78 
-1.82531 -1.9596  78 
-1.83589 -1.91919  78 
-1.83838 -1.90969  78 
-1.84616 -1.87879  78 
-1.85638 -1.83838  78 
-1.86668 -1.79798  78 
-1.87704 -1.75758  78 
-1.87879 -1.75076  78 
-1.88706 -1.71717  78 
-1.89707 -1.67677  78 
-1.90715 -1.63636  78 
-1.9173 -1.59596  78 
-1.91919 -1.58843  78 
-1.92712 -1.55556  78 
-1.93692 -1.51515  78 
-1.94679 -1.47475  78 
-1.95672 -1.43434  78 
-1.9596 -1.42268  78 
-1.96639 -1.39394  78 
-1.97598 -1.35354  78 
-1.98564 -1.31313  78 
-1.99536 -1.27273  78 
-2 -1.25353  78 


# Contour 11, label:       76
 1.86695 -2  76 
 1.87774 -1.9596  76 
 1.87879 -1.95568  76 
 1.88814 -1.91919  76 
 1.89855 -1.87879  76 
 1.90905 -1.83838  76 
 1.91919 -1.79958  76 
 1.91959 -1.79798  76 
 1.92973 -1.75758  76 
 1.93993 -1.71717  76 
 1.95021 -1.67677  76 
 1.9596 -1.64009  76 
 1.96051 -1.63636  76 
 1.97043 -1.59596  76 
 1.98042 -1.55556  76 
 1.99049 -1.51515  76 
 2 -1.47722  76 

-1.79508 -2  76 
-1.79798 -1.98917  76 
-1.80558 -1.9596  76 
-1.81602 -1.91919  76 
-1.82653 -1.87879  76 
-1.83711 -1.83838  76 
-1.83838 -1.83353  76 
-1.84732 -1.79798  76 
-1.85754 -1.75758  76 
-1.86784 -1.71717  76 
-1.8782 -1.67677  76 
-1.87879 -1.67448  76 
-1.88817 -1.63636  76 
-1.89818 -1.59596  76 
-1.90825 -1.55556  76 
-1.9184 -1.51515  76 
-1.91919 -1.51201  76 
-1.92817 -1.47475  76 
-1.93797 -1.43434  76 
-1.94784 -1.39394  76 
-1.95777 -1.35354  76 
-1.9596 -1.34613  76 
-1.96739 -1.31313  76 
-1.97698 -1.27273  76 
-1.98663 -1.23232  76 
-1.99636 -1.19192  76 
-2 -1.17683  76 


# Contour 12, label:       74
 1.84755 -2  74 
 1.8582 -1.9596  74 
 1.86892 -1.91919  74 
 1.87879 -1.88227  74 
 1.87968 -1.87879  74 
 1.89003 -1.83838  74 
 1.90046 -1.79798  74 
 1.91097 -1.75758  74 
 1.91919 -1.72612  74 
 1.92143 -1.71717  74 
 1.93157 -1.67677  74 
 1.94179 -1.63636  74 
 1.95208 -1.59596  74 
 1.9596 -1.56659  74 
 1.9623 -1.55556  74 
 1.97223 -1.51515  74 
 1.98224 -1.47475  74 
 1.99231 -1.43434  74 
 2 -1.40367  74 

-1.77452 -2  74 
-1.78525 -1.9596  74 
-1.79606 -1.91919  74 
-1.79798 -1.912  74 
-1.80651 -1.87879  74 
-1.81694 -1.83838  74 
-1.82745 -1.79798  74 
-1.83803 -1.75758  74 
-1.83838 -1.75624  74 
-1.8482 -1.71717  74 
-1.85842 -1.67677  74 
-1.86871 -1.63636  74 
-1.87879 -1.59704  74 
-1.87905 -1.59596  74 
-1.88899 -1.55556  74 
-1.899 -1.51515  74 
-1.90907 -1.47475  74 
-1.91919 -1.43445  74 
-1.91922 -1.43434  74 
-1.92894 -1.39394  74 
-1.93874 -1.35354  74 
-1.9486 -1.31313  74 
-1.95854 -1.27273  74 
-1.9596 -1.26842  74 
-1.96811 -1.23232  74 
-1.9777 -1.19192  74 
-1.98735 -1.15152  74 
-1.99708 -1.11111  74 
-2 -1.09899  74 


# Contour 13, label:       72
 1.82763 -2  72 
 1.83838 -1.96064  72 
 1.83866 -1.9596  72 
 1.84924 -1.91919  72 
 1.85989 -1.87879  72 
 1.87063 -1.83838  72 
 1.87879 -1.80783  72 
 1.88131 -1.79798  72 
 1.89167 -1.75758  72 
 1.90211 -1.71717  72 
 1.91263 -1.67677  72 
 1.91919 -1.65165  72 
 1.92302 -1.63636  72 
 1.93317 -1.59596  72 
 1.94339 -1.55556  72 
 1.95369 -1.51515  72 
 1.9596 -1.49208  72 
 1.96385 -1.47475  72 
 1.97379 -1.43434  72 
 1.9838 -1.39394  72 
 1.99388 -1.35354  72 
 2 -1.32913  72 

-1.75379 -2  72 
-1.75758 -1.98616  72 
-1.76455 -1.9596  72 
-1.77519 -1.91919  72 
-1.78592 -1.87879  72 
-1.79672 -1.83838  72 
-1.79798 -1.83366  72 
-1.80713 -1.79798  72 
-1.81756 -1.75758  72 
-1.82807 -1.71717  72 
-1.83838 -1.67775  72 
-1.83863 -1.67677  72 
-1.84877 -1.63636  72 
-1.85899 -1.59596  72 
-1.86927 -1.55556  72 
-1.87879 -1.51841  72 
-1.87959 -1.51515  72 
-1.88952 -1.47475  72 
-1.89952 -1.43434  72 
-1.90959 -1.39394  72 
-1.91919 -1.35568  72 
-1.91971 -1.35354  72 
-1.92943 -1.31313  72 
-1.93922 -1.27273  72 
-1.94908 -1.23232  72 
-1.95901 -1.19192  72 
-1.9596 -1.18952  72 
-1.96855 -1.15152  72 
-1.97813 -1.11111  72 
-1.98778 -1.07071  72 
-1.9975 -1.0303  72 
-2 -1.01993  72 


# Contour 14, label:       70
 1.80725 -2  70 
 1.81813 -1.9596  70 
 1.8291 -1.91919  70 
 1.83838 -1.88519  70 
 1.84006 -1.87879  70 
 1.85065 -1.83838  70 
 1.86131 -1.79798  70 
 1.87205 -1.75758  70 
 1.87879 -1.73235  70 
 1.88267 -1.71717  70 
 1.89304 -1.67677  70 
 1.90349 -1.63636  70 
 1.91401 -1.59596  70 
 1.91919 -1.57613  70 
 1.92435 -1.55556  70 
 1.9345 -1.51515  70 
 1.94473 -1.47475  70 
 1.95504 -1.43434  70 
 1.9596 -1.41653  70 
 1.96513 -1.39394  70 
 1.97508 -1.35354  70 
 1.9851 -1.31313  70 
 1.99519 -1.27273  70 
 2 -1.25353  70 

-1.73221 -2  70 
-1.74315 -1.9596  70 
-1.75417 -1.91919  70 
-1.75758 -1.90672  70 
-1.7649 -1.87879  70 
-1.77554 -1.83838  70 
-1.78625 -1.79798  70 
-1.79705 -1.75758  70 
-1.79798 -1.75409  70 
-1.80744 -1.71717  70 
-1.81786 -1.67677  70 
-1.82836 -1.63636  70 
-1.83838 -1.59803  70 
-1.8389 -1.59596  70 
-1.84904 -1.55556  70 
-1.85924 -1.51515  70 
-1.86952 -1.47475  70 
-1.87879 -1.43854  70 
-1.87982 -1.43434  70 
-1.88974 -1.39394  70 
-1.89973 -1.35354  70 
-1.90979 -1.31313  70 
-1.91919 -1.27566  70 
-1.9199 -1.27273  70 
-1.92961 -1.23232  70 
-1.93939 -1.19192  70 
-1.94924 -1.15152  70 
-1.95916 -1.11111  70 
-1.9596 -1.10935  70 
-1.96869 -1.07071  70 
-1.97826 -1.0303  70 
-1.98791 -0.989899  70 
-1.99762 -0.949495  70 
-2 -0.939605  70 


# Contour 15, label:       68
 1.78629 -2  68 
 1.79758 -1.9596  68 
 1.79798 -1.95815  68 
 1.8084 -1.91919  68 
 1.81929 -1.87879  68 
 1.83026 -1.83838  68 
 1.83838 -1.80865  68 
 1.84118 -1.79798  68 
 1.85176 -1.75758  68 
 1.86243 -1.71717  68 
 1.87318 -1.67677  68 
 1.87879 -1.65578  68 
 1.88376 -1.63636  68 
 1.89413 -1.59596  68 
 1.90458 -1.55556  68 
 1.91511 -1.51515  68 
 1.91919 -1.49952  68 
 1.92539 -1.47475  68 
 1.93555 -1.43434  68 
 1.94579 -1.39394  68 
 1.9561 -1.35354  68 
 1.9596 -1.33988  68 
 1.96615 -1.31313  68 
 1.9761 -1.27273  68 
 1.98612 -1.23232  68 
 1.99622 -1.19192  68 
 2 -1.17683  68 

-1.7103 -2  68 
-1.71717 -1.97538  68 
-1.7214 -1.9596  68 
-1.73225 -1.91919  68 
-1.74318 -1.87879  68 
-1.7542 -1.83838  68 
-1.75758 -1.826  68 
-1.76491 -1.79798  68 
-1.77554 -1.75758  68 
-1.78625 -1.71717  68 
-1.79703 -1.67677  68 
-1.79798 -1.67322  68 
-1.80742 -1.63636  68 
-1.81783 -1.59596  68 
-1.82831 -1.55556  68 
-1.83838 -1.51701  68 
-1.83885 -1.51515  68 
-1.84897 -1.47475  68 
-1.85916 -1.43434  68 
-1.86943 -1.39394  68 
-1.87879 -1.35737  68 
-1.87973 -1.35354  68 
-1.88964 -1.31313  68 
-1.89962 -1.27273  68 
-1.90967 -1.23232  68 
-1.91919 -1.19433  68 
-1.91977 -1.19192  68 
-1.92947 -1.15152  68 
-1.93924 -1.11111  68 
-1.94908 -1.07071  68 
-1.959 -1.0303  68 
-1.9596 -1.02786  68 
-1.96852 -0.989899  68 
-1.97808 -0.949495  68 
-1.98771 -0.909091  68 
-1.99742 -0.868687  68 
-2 -0.85795  68 


# Contour 16, label:       66
 1.76486 -2  66 
 1.77597 -1.9596  66 
 1.78718 -1.91919  66 
 1.79798 -1.88051  66 
 1.79844 -1.87879  66 
 1.80925 -1.83838  66 
 1.82014 -1.79798  66 
 1.83112 -1.75758  66 
 1.83838 -1.73097  66 
 1.84199 -1.71717  66 
 1.85258 -1.67677  66 
 1.86325 -1.63636  66 
 1.87401 -1.59596  66 
 1.87879 -1.57806  66 
 1.88454 -1.55556  66 
 1.89492 -1.51515  66 
 1.90537 -1.47475  66 
 1.91591 -1.43434  66 
 1.91919 -1.42177  66 
 1.92615 -1.39394  66 
 1.93632 -1.35354  66 
 1.94655 -1.31313  66 
 1.95687 -1.27273  66 
 1.9596 -1.26208  66 
 1.96688 -1.23232  66 
 1.97683 -1.19192  66 
 1.98686 -1.15152  66 
 1.99696 -1.11111  66 
 2 -1.09899  66 

-1.68762 -2  66 
-1.69877 -1.9596  66 
-1.70999 -1.91919  66 
-1.71717 -1.89347  66 
-1.7211 -1.87879  66 
-1.73194 -1.83838  66 
-1.74286 -1.79798  66 
-1.75385 -1.75758  66 
-1.75758 -1.74393  66 
-1.76457 -1.71717  66 
-1.77519 -1.67677  66 
-1.78588 -1.63636  66 
-1.79666 -1.59596  66 
-1.79798 -1.591  66 
-1.80704 -1.55556  66 
-1.81744 -1.51515  66 
-1.82791 -1.47475  66 
-1.83838 -1.43464  66 
-1.83846 -1.43434  66 
-1.84856 -1.39394  66 
-1.85874 -1.35354  66 
-1.869 -1.31313  66 
-1.87879 -1.27484  66 
-1.8793 -1.27273  66 
-1.8892 -1.23232  66 
-1.89916 -1.19192  66 
-1.90921 -1.15152  66 
-1.91919 -1.11163  66 
-1.91932 -1.11111  66 
-1.929 -1.07071  66 
-1.93876 -1.0303  66 
-1.94858 -0.989899  66 
-1.95849 -0.949495  66 
-1.9596 -0.944976  66 
-1.96802 -0.909091  66 
-1.97757 -0.868687  66 
-1.98719 -0.828283  66 
-1.99688 -0.787879  66 
-2 -0.774897  66 


# Contour 17, label:       64
 1.74268 -2  64 
 1.7542 -1.9596  64 
 1.75758 -1.9478  64 
 1.76541 -1.91919  64 
 1.77652 -1.87879  64 
 1.78773 -1.83838  64 
 1.79798 -1.80167  64 
 1.79897 -1.79798  64 
 1.80978 -1.75758  64 
 1.82067 -1.71717  64 
 1.83165 -1.67677  64 
 1.83838 -1.65209  64 
 1.84249 -1.63636  64 
 1.85308 -1.59596  64 
 1.86376 -1.55556  64 
 1.87451 -1.51515  64 
 1.87879 -1.49914  64 
 1.88502 -1.47475  64 
 1.8954 -1.43434  64 
 1.90585 -1.39394  64 
 1.91639 -1.35354  64 
 1.91919 -1.34281  64 
 1.92661 -1.31313  64 
 1.93677 -1.27273  64 
 1.94701 -1.23232  64 
 1.95733 -1.19192  64 
 1.9596 -1.18307  64 
 1.96732 -1.15152  64 
 1.97727 -1.11111  64 
 1.9873 -1.07071  64 
 1.9974 -1.0303  64 
 2 -1.01993  64 

-1.66434 -2  64 
-1.67587 -1.9596  64 
-1.67677 -1.95645  64 
-1.68696 -1.91919  64 
-1.69809 -1.87879  64 
-1.7093 -1.83838  64 
-1.71717 -1.81015  64 
-1.72042 -1.79798  64 
-1.73124 -1.75758  64 
-1.74214 -1.71717  64 
-1.75313 -1.67677  64 
-1.75758 -1.66045  64 
-1.76387 -1.63636  64 
-1.77446 -1.59596  64 
-1.78514 -1.55556  64 
-1.7959 -1.51515  64 
-1.79798 -1.50734  64 
-1.8063 -1.47475  64 
-1.81668 -1.43434  64 
-1.82714 -1.39394  64 
-1.83767 -1.35354  64 
-1.83838 -1.35081  64 
-1.8478 -1.31313  64 
-1.85796 -1.27273  64 
-1.8682 -1.23232  64 
-1.87852 -1.19192  64 
-1.87879 -1.19085  64 
-1.88841 -1.15152  64 
-1.89835 -1.11111  64 
-1.90838 -1.07071  64 
-1.91848 -1.0303  64 
-1.91919 -1.02746  64 
-1.92818 -0.989899  64 
-1.93792 -0.949495  64 
-1.94773 -0.909091  64 
-1.95762 -0.868687  64 
-1.9596 -0.860628  64 
-1.96718 -0.828283  64 
-1.97671 -0.787879  64 
-1.98631 -0.747475  64 
-1.99599 -0.707071  64 
-2 -0.690374  64 


# Contour 18, label:       62
 1.72013 -2  62 
 1.73147 -1.9596  62 
 1.7429 -1.91919  62 
 1.75442 -1.87879  62 
 1.75758 -1.86775  62 
 1.76561 -1.83838  62 
 1.77672 -1.79798  62 
 1.78793 -1.75758  62 
 1.79798 -1.72157  62 
 1.79916 -1.71717  62 
 1.80996 -1.67677  62 
 1.82085 -1.63636  62 
 1.83183 -1.59596  62 
 1.83838 -1.57196  62 
 1.84267 -1.55556  62 
 1.85326 -1.51515  62 
 1.86393 -1.47475  62 
 1.87468 -1.43434  62 
 1.87879 -1.41896  62 
 1.88518 -1.39394  62 
 1.89555 -1.35354  62 
 1.90601 -1.31313  62 
 1.91654 -1.27273  62 
 1.91919 -1.26258  62 
 1.92676 -1.23232  62 
 1.93691 -1.19192  62 
 1.94715 -1.15152  62 
 1.95747 -1.11111  62 
 1.9596 -1.1028  62 
 1.96745 -1.07071  62 
 1.97739 -1.0303  62 
 1.98742 -0.989899  62 
 1.99752 -0.949495  62 
 2 -0.939605  62 

-1.64051 -2  62 
-1.65184 -1.9596  62 
-1.66327 -1.91919  62 
-1.67477 -1.87879  62 
-1.67677 -1.8718  62 
-1.6859 -1.83838  62 
-1.697 -1.79798  62 
-1.70819 -1.75758  62 
-1.71717 -1.72535  62 
-1.71935 -1.71717  62 
-1.73015 -1.67677  62 
-1.74103 -1.63636  62 
-1.75199 -1.59596  62 
-1.75758 -1.57546  62 
-1.76277 -1.55556  62 
-1.77335 -1.51515  62 
-1.784 -1.47475  62 
-1.79474 -1.43434  62 
-1.79798 -1.42218  62 
-1.80518 -1.39394  62 
-1.81554 -1.35354  62 
-1.82598 -1.31313  62 
-1.83649 -1.27273  62 
-1.83838 -1.26547  62 
-1.84665 -1.23232  62 
-1.8568 -1.19192  62 
-1.86701 -1.15152  62 
-1.87731 -1.11111  62 
-1.87879 -1.10533  62 
-1.88724 -1.07071  62 
-1.89717 -1.0303  62 
-1.90717 -0.989899  62 
-1.91726 -0.949495  62 
-1.91919 -0.941751  62 
-1.927 -0.909091  62 
-1.93672 -0.868687  62 
-1.94651 -0.828283  62 
-1.95638 -0.787879  62 
-1.9596 -0.774738  62 
-1.96598 -0.747475  62 
-1.97549 -0.707071  62 
-1.98507 -0.666667  62 
-1.99473 -0.626263  62 
-2 -0.604302  62 


# Contour 19, label:       60
 1.69653 -2  60 
 1.70829 -1.9596  60 
 1.71717 -1.92923  60 
 1.71998 -1.91919  60 
 1.73132 -1.87879  60 
 1.74274 -1.83838  60 
 1.75426 -1.79798  60 
 1.75758 -1.78639  60 
 1.76545 -1.75758  60 
 1.77656 -1.71717  60 
 1.78776 -1.67677  60 
 1.79798 -1.64017  60 
 1.799 -1.63636  60 
 1.8098 -1.59596  60 
 1.82068 -1.55556  60 
 1.83166 -1.51515  60 
 1.83838 -1.4905  60 
 1.8425 -1.47475  60 
 1.85308 -1.43434  60 
 1.86375 -1.39394  60 
 1.8745 -1.35354  60 
 1.87879 -1.33747  60 
 1.885 -1.31313  60 
 1.89537 -1.27273  60 
 1.90582 -1.23232  60 
 1.91635 -1.19192  60 
 1.91919 -1.18103  60 
 1.92657 -1.15152  60 
 1.93672 -1.11111  60 
 1.94695 -1.07071  60 
 1.95727 -1.0303  60 
 1.9596 -1.0212  60 
 1.96725 -0.989899  60 
 1.97719 -0.949495  60 
 1.98721 -0.909091  60 
 1.99731 -0.868687  60 
 2 -0.85795  60 

-1.61565 -2  60 
-1.62737 -1.9596  60 
-1.63636 -1.92878  60 
-1.63904 -1.91919  60 
-1.65036 -1.87879  60 
-1.66175 -1.83838  60 
-1.67324 -1.79798  60 
-1.67677 -1.78558  60 
-1.68441 -1.75758  60 
-1.69549 -1.71717  60 
-1.70666 -1.67677  60 
-1.71717 -1.63899  60 
-1.71787 -1.63636  60 
-1.72864 -1.59596  60 
-1.7395 -1.55556  60 
-1.75044 -1.51515  60 
-1.75758 -1.48891  60 
-1.76127 -1.47475  60 
-1.77182 -1.43434  60 
-1.78245 -1.39394  60 
-1.79316 -1.35354  60 
-1.79798 -1.33543  60 
-1.80366 -1.31313  60 
-1.81399 -1.27273  60 
-1.82441 -1.23232  60 
-1.8349 -1.19192  60 
-1.83838 -1.17853  60 
-1.84512 -1.15152  60 
-1.85523 -1.11111  60 
-1.86543 -1.07071  60 
-1.8757 -1.0303  60 
-1.87879 -1.0182  60 
-1.88569 -0.989899  60 
-1.89559 -0.949495  60 
-1.90557 -0.909091  60 
-1.91563 -0.868687  60 
-1.91919 -0.854428  60 
-1.92543 -0.828283  60 
-1.93513 -0.787879  60 
-1.9449 -0.747475  60 
-1.95474 -0.707071  60 
-1.9596 -0.687224  60 
-1.9644 -0.666667  60 
-1.97389 -0.626263  60 
-1.98345 -0.585859  60 
-1.99308 -0.545455  60 
-2 -0.516599  60 


# Contour 20, label:       58
 1.67257 -2  58 
 1.67677 -1.98599  58 
 1.68434 -1.9596  58 
 1.69599 -1.91919  58 
 1.70773 -1.87879  58 
 1.71717 -1.84653  58 
 1.71945 -1.83838  58 
 1.73078 -1.79798  58 
 1.7422 -1.75758  58 
 1.75371 -1.71717  58 
 1.75758 -1.70364  58 
 1.76492 -1.67677  58 
 1.77602 -1.63636  58 
 1.78721 -1.59596  58 
 1.79798 -1.55739  58 
 1.79847 -1.55556  58 
 1.80926 -1.51515  58 
 1.82014 -1.47475  58 
 1.8311 -1.43434  58 
 1.83838 -1.40767  58 
 1.84197 -1.39394  58 
 1.85254 -1.35354  58 
 1.8632 -1.31313  58 
 1.87394 -1.27273  58 
 1.87879 -1.25458  58 
 1.88447 -1.23232  58 
 1.89482 -1.19192  58 
 1.90526 -1.15152  58 
 1.91579 -1.11111  58 
 1.91919 -1.09809  58 
 1.92603 -1.07071  58 
 1.93617 -1.0303  58 
 1.9464 -0.989899  58 
 1.95671 -0.949495  58 
 1.9596 -0.938199  58 
 1.96671 -0.909091  58 
 1.97664 -0.868687  58 
 1.98665 -0.828283  58 
 1.99675 -0.787879  58 
 2 -0.774897  58 

-1.5903 -2  58 
-1.59596 -1.98105  58 
-1.6021 -1.9596  58 
-1.6137 -1.91919  58 
-1.62539 -1.87879  58 
-1.63636 -1.84113  58 
-1.63713 -1.83838  58 
-1.64841 -1.79798  58 
-1.65978 -1.75758  58 
-1.67123 -1.71717  58 
-1.67677 -1.69772  58 
-1.68248 -1.67677  58 
-1.69353 -1.63636  58 
-1.70467 -1.59596  58 
-1.71589 -1.55556  58 
-1.71717 -1.55095  58 
-1.7267 -1.51515  58 
-1.73752 -1.47475  58 
-1.74843 -1.43434  58 
-1.75758 -1.4007  58 
-1.75934 -1.39394  58 
-1.76986 -1.35354  58 
-1.78046 -1.31313  58 
-1.79115 -1.27273  58 
-1.79798 -1.24702  58 
-1.80172 -1.23232  58 
-1.81202 -1.19192  58 
-1.8224 -1.15152  58 
-1.83287 -1.11111  58 
-1.83838 -1.08991  58 
-1.84316 -1.07071  58 
-1.85325 -1.0303  58 
-1.86342 -0.989899  58 
-1.87367 -0.949495  58 
-1.87879 -0.929374  58 
-1.88373 -0.909091  58 
-1.8936 -0.868687  58 
-1.90355 -0.828283  58 
-1.91359 -0.787879  58 
-1.91919 -0.765402  58 
-1.92347 -0.747475  58 
-1.93313 -0.707071  58 
-1.94287 -0.666667  58 
-1.95269 -0.626263  58 
-1.9596 -0.597998  58 
-1.96243 -0.585859  58 
-1.97189 -0.545455  58 
-1.98142 -0.505051  58 
-1.99102 -0.464646  58 
-2 -0.427176  58 


# Contour 21, label:       56
 1.64754 -2  56 
 1.65951 -1.9596  56 
 1.67158 -1.91919  56 
 1.67677 -1.90188  56 
 1.68339 -1.87879  56 
 1.69502 -1.83838  56 
 1.70676 -1.79798  56 
 1.71717 -1.76238  56 
 1.71852 -1.75758  56 
 1.72983 -1.71717  56 
 1.74124 -1.67677  56 
 1.75274 -1.63636  56 
 1.75758 -1.61943  56 
 1.76399 -1.59596  56 
 1.77508 -1.55556  56 
 1.78626 -1.51515  56 
 1.79753 -1.47475  56 
 1.79798 -1.47314  56 
 1.80833 -1.43434  56 
 1.8192 -1.39394  56 
 1.83016 -1.35354  56 
 1.83838 -1.32338  56 
 1.84106 -1.31313  56 
 1.85162 -1.27273  56 
 1.86226 -1.23232  56 
 1.873 -1.19192  56 
 1.87879 -1.17023  56 
 1.88356 -1.15152  56 
 1.89391 -1.11111  56 
 1.90434 -1.07071  56 
 1.91485 -1.0303  56 
 1.91919 -1.01368  56 
 1.92513 -0.989899  56 
 1.93526 -0.949495  56 
 1.94547 -0.909091  56 
 1.95577 -0.868687  56 
 1.9596 -0.853734  56 
 1.96581 -0.828283  56 
 1.97573 -0.787879  56 
 1.98573 -0.747475  56 
 1.99582 -0.707071  56 
 2 -0.690374  56 

-1.56391 -2  56 
-1.57581 -1.9596  56 
-1.5878 -1.91919  56 
-1.59596 -1.89184  56 
-1.59969 -1.87879  56 
-1.61125 -1.83838  56 
-1.62291 -1.79798  56 
-1.63466 -1.75758  56 
-1.63636 -1.75172  56 
-1.64599 -1.71717  56 
-1.65732 -1.67677  56 
-1.66874 -1.63636  56 
-1.67677 -1.60814  56 
-1.68008 -1.59596  56 
-1.6911 -1.55556  56 
-1.7022 -1.51515  56 
-1.71339 -1.47475  56 
-1.71717 -1.46113  56 
-1.72429 -1.43434  56 
