
0 0 2.85605e-22
0 0.1 2.85605e-22
0 0.2 2.85605e-22
0 0.3 2.85605e-22
0 0.4 2.85605e-22
0 0.5 2.85605e-22
0 0.6 2.8561e-22
0 0.7 2.85597e-22
0 0.8 2.8561e-22
0 0.9 2.85605e-22
0 1 2.85605e-22
0 1.1 2.85597e-22
0 1.2 2.8561e-22
0 1.3 2.85597e-22
0 1.4 2.85605e-22
0 1.5 2.85605e-22
0 1.6 2.8561e-22
0 1.7 2.85597e-22
0 1.8 2.8561e-22
0 1.9 2.85605e-22
0 2 2.85605e-22
0 2.1 2.85605e-22
0 2.2 2.85605e-22
0 2.3 2.85605e-22
0 2.4 2.85605e-22
0 2.5 2.8561e-22
0 2.6 2.8561e-22
0 2.7 2.8561e-22
0 2.8 2.8561e-22
0 2.9 2.8561e-22
0 3 2.8561e-22
0 3.1 2.8561e-22
0 3.2 2.8561e-22
0 3.3 2.8561e-22
0 3.4 2.8561e-22
0 3.5 2.8561e-22
0 3.6 2.8561e-22
0 3.7 2.8561e-22
0 3.8 2.8561e-22
0 3.9 2.8561e-22
0 4 2.8561e-22
0 4.1 2.8561e-22
0 4.2 2.8561e-22
0 4.3 2.8561e-22
0 4.4 2.8561e-22
0 4.5 2.8561e-22
0 4.6 2.8561e-22
0 4.7 2.8561e-22
0 4.8 2.8561e-22
0 4.9 2.8561e-22
0 5 2.8561e-22
0 5.1 2.85605e-22
0 5.2 2.85605e-22
0 5.3 2.8561e-22
0 5.4 2.85577e-22
0 5.5 2.85597e-22
0 5.6 2.85605e-22
0 5.7 2.8561e-22
0 5.8 2.85605e-22
0 5.9 2.85597e-22
0 6 2.85605e-22
0 6.1 2.85597e-22
0 6.2 2.85597e-22
0 6.3 2.85597e-22
0 6.4 2.85597e-22
0 6.5 2.85597e-22
0 6.6 2.85597e-22
0 6.7 2.8677e-22
0 6.8 2.85597e-22
0 6.9 2.85597e-22
0 7 2.8561e-22
0 7.1 2.8677e-22
0 7.2 2.85597e-22
0 7.3 2.85597e-22
0 7.4 2.85597e-22
0 7.5 2.8561e-22
0 7.6 2.8561e-22
0 7.7 2.8561e-22
0 7.8 2.85597e-22
0 7.9 2.85605e-22
0 8 2.8561e-22
0 8.1 2.85597e-22
0 8.2 2.8677e-22
0 8.3 2.85597e-22
0 8.4 2.8561e-22
0 8.5 2.85605e-22
0 8.6 2.85597e-22
0 8.7 2.85597e-22
0 8.8 2.85597e-22
0 8.9 2.8561e-22
0 9 2.85605e-22
0 9.1 2.8561e-22
0 9.2 2.8561e-22
0 9.3 2.85597e-22
0 9.4 2.85605e-22
0 9.5 2.8561e-22
0 9.6 2.85605e-22
0 9.7 2.85597e-22
0 9.8 2.8561e-22
0 9.9 2.85605e-22
0 10 2.85597e-22

0.1 0 2.86091e-22
0.1 0.1 0.000338745
0.1 0.2 0.000676213
0.1 0.3 0.00101113
0.1 0.4 0.00134223
0.1 0.5 0.00166826
0.1 0.6 0.00198796
0.1 0.7 0.00230012
0.1 0.8 0.00260351
0.1 0.9 0.00289694
0.1 1 0.00317927
0.1 1.1 0.00344937
0.1 1.2 0.00370613
0.1 1.3 0.00394852
0.1 1.4 0.00417554
0.1 1.5 0.00438624
0.1 1.6 0.00457973
0.1 1.7 0.00475519
0.1 1.8 0.00491186
0.1 1.9 0.00504907
0.1 2 0.00516621
0.1 2.1 0.00526277
0.1 2.2 0.00533833
0.1 2.3 0.00539254
