5 4.87594
6 15.1157
7 7.64922
8 14.8387
9 16.8685
10 12.8401
11 13.0621
12 2.45526
13 10.7995
14 6.62498
15 11.4521
16 15.7652
17 13.5356
18 19.8401
19 16.0648
20 17.5752
21 14.1412
22 12.4548
23 9.61062
24 7.3167
25 5.96579
26 4.36707
27 3.65996
28 2.67537
29 1.73502
30 0.71316
31 0.391748
32 1.35714
33 2.1117
34 2.55072
35 2.66634
36 2.51474
37 2.18744
38 1.78765
39 1.3979
40 1.06749
41 0.811225
42 0.618599
43 0.467547
44 0.336733
45 0.213226
46 0.0945274
47 0.0138546
48 0.103002
49 0.165171
50 0.196847
51 0.199673
52 0.179613
53 0.14504
54 0.104619
55 0.0655931
56 0.0328576
57 0.00875794
58 0.00651064
59 0.0142185
60 0.01634
61 0.014964
62 0.0118698
63 0.00835181
64 0.00519135
65 0.00275239
66 0.00109872
67 0.000118357
68 0.000357731
69 0.000508925
70 0.000484834
