5 44.3955
6 44.4407
7 11.247
8 21.7035
9 6.75026
10 2.8461
11 1.83994
12 0.308604
13 0.0254552
14 0.0199173
15 0.00385389
16 0.000357297
17 1.47302e-006
18 4.37775e-006
19 1.06586e-006
20 1.0026e-006
21 4.61316e-006
22 1.52005e-006
23 1.5121e-006
24 1.78208e-006
25 1.28591e-006
26 1.69838e-006
27 4.70586e-007
28 4.65995e-007
29 3.68253e-006
30 1.2082e-006
31 7.39292e-008
32 1.99112e-006
33 1.63741e-006
34 8.51901e-007
35 2.67171e-006
36 3.72764e-006
37 4.97061e-007
38 9.80901e-007
39 1.08014e-006
40 6.14808e-007
41 8.14977e-007
42 4.60467e-007
43 7.02097e-007
44 1.37665e-006
45 2.84442e-006
46 1.35047e-006
47 2.72492e-006
48 6.6878e-007
49 4.92465e-007
50 1.59202e-006
51 3.26304e-006
52 2.77436e-007
53 1.25198e-006
54 8.22497e-007
55 3.26398e-007
56 1.61194e-007
57 1.43274e-006
58 2.26876e-007
59 1.24905e-006
60 1.3537e-006
61 1.37611e-006
62 5.59525e-007
63 7.87289e-008
64 1.2947e-006
65 2.85576e-007
66 1.05996e-006
67 5.00484e-007
68 2.6652e-006
69 2.16074e-006
70 1.47799e-006
