5 5.76287
6 24.4552
7 29.1296
8 13.0465
9 6.20329
10 14.6021
11 10.6018
12 1.23418
13 5.45601
14 6.18949
15 2.73544
16 1.12351
17 2.80341
18 2.09143
19 0.360172
20 0.920399
21 1.13702
22 0.575001
23 0.116217
24 0.466147
25 0.398296
26 0.118487
27 0.122325
28 0.196275
29 0.125317
30 0.00824292
31 0.0681746
32 0.0751774
33 0.0357405
34 0.00924629
35 0.0316711
36 0.0273401
37 0.0089853
38 0.00757568
39 0.0136266
40 0.0097155
41 0.00177384
42 0.0042598
43 0.00573544
44 0.00349043
45 9.64857e-005
46 0.00218199
47 0.00248005
48 0.00130576
49 0.000220984
50 0.00114235
51 0.00113911
52 0.000493927
53 0.000250648
54 0.000635309
55 0.000543195
56 0.000152899
57 0.000223454
58 0.000361964
59 0.000240355
60 3.84507e-006
61 0.000175356
62 0.000192881
63 8.4146e-005
64 4.8938e-005
65 0.000118987
66 9.11354e-005
67 1.12757e-005
68 5.28792e-005
69 6.64656e-005
70 3.25662e-005
