217	4.597644795962501
218	4.572377793621759
219	4.5721333473951535
220	4.572090380209138
221	4.572064148091146
222	4.572043383263095
223	4.572025617496281
224	4.572009907310638
225	4.571995769262957
226	4.571982907695079
227	4.571971120272739
228	4.571960258028671
229	4.571950205680802
230	4.571940870814742
231	4.571932177403157
232	4.571924061656788
233	4.571916469223528
234	4.571909353215637
235	4.571902672771837
236	4.571896391979207
237	4.571890479045705
238	4.5718849056522455
239	4.571879646436858
240	4.571874678578192
241	4.571869981454499
242	4.571865536361753
243	4.571861326278286
244	4.57185733566627
245	4.571853550303342
246	4.571849957138577
247	4.571846544168409
248	4.5718433003293875
249	4.571840215404708
250	4.571837279942534
251	4.571834485184177
252	4.57183182300073
253	4.57182928583693
254	4.571826866661224
255	4.571824558921285
256	4.571822356504038
257	4.571820253699954
258	4.571818245170732
259	4.571816325920229
260	4.571814491268142
261	4.57181273682602
262	4.571811058475679
263	4.571809452349234
264	4.5718079148111945
265	4.5718064424418525
266	4.571805032022146
267	4.571803680519836
268	4.571802385076683
269	4.5718011429967556
270	4.571799951735608
271	4.571798808890309
272	4.571797712190202
273	4.571796659488435
274	4.571795648754031
275	4.571794678064612
276	4.571793745599667
277	4.571792849634152
278	4.571791988532768
279	4.571791160744456
280	4.571790364797449
281	4.571789599294409
282	4.571788862908202
283	4.5717881543777095
284	4.571787472504076
285	4.571786816147112
286	4.571786184222016
287	4.5717855756961985
288	4.5717849895864315
289	4.571784424956115
290	4.571783880912728
291	4.571783356605455
292	4.571782851222865
293	4.5717823639909545
294	4.57178189417107
295	4.571781441058074
296	4.571781003978679
297	4.571780582289686
298	4.571780175376574
299	4.571779782651971
300	4.57177940355432
301	4.571779037546619
302	4.571778684115155
303	4.571778342768409
304	4.571778013035979
305	4.571777694467533
306	4.571777386631865
307	4.571777089116015
308	4.571776801524383
309	4.571776523477871
310	4.571776254613245
311	4.571775994582245
312	4.571775743051064
313	4.571775499699524
314	4.571775264220638
315	4.571775036319829
316	4.571774815714552
317	4.571774602133619
318	4.571774395316807
319	4.5717741950143305
320	4.57177400098637
321	4.571773813002649
322	4.571773630842089
323	4.571773454292282
324	4.571773283149282
325	4.571773117217101
326	4.571772956307473
327	4.571772800239473
328	4.57177264883924
329	4.571772501939647
330	4.571772359380098
331	4.571772221006168
332	4.571772086669385
333	4.571771956227033
334	4.571771829541817
335	4.571771706481744
336	4.571771586919845
337	4.571771470733982
338	4.571771357806679
339	4.571771248024921
340	4.571771141279931
341	4.571771037467111
342	4.571770936485742
343	4.571770838238932
344	4.571770742633414
345	4.571770649579418
346	4.571770558990538
347	4.571770470783584
348	4.571770384878478
349	4.571770301198091
350	4.571770219668198
351	4.571770140217276
352	4.571770062776499
353	4.571769987279512
354	4.571769913662503
355	4.571769841863892
356	4.571769771824448
357	4.571769703487056
358	4.571769636796719
359	4.571769571700433
360	4.571769508147111
361	4.571769446087538
362	4.571769385474313
363	4.571769326261674
364	4.571769268405603
365	4.571769211863599
366	4.571769156594719
367	4.571769102559489
368	4.57176904971984
369	4.571768998039087
370	4.571768947481826
371	4.571768898013926
372	4.5717688496024715
373	4.571768802215731
374	4.571768755823041
375	4.571768710394882
